"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"beta0[14]",-23.5904734682261,-22.7366,-18.4559588218776,16153.6,0.95,-128.074,73.4897,NA,NA,NA,NA,NA,NA,NA
"beta0[15]",-39.3661770774976,-41.1684,-45.9299841283565,17901.9,0.95,-193.017,113.995,NA,NA,NA,NA,NA,NA,NA
"beta0[16]",-40.9818179116844,-41.1404,-39.1199451845239,18641.6,0.95,-162.651,79.993,NA,NA,NA,NA,NA,NA,NA
"beta0[17]",-47.2602426387246,-48.4903,-52.1983240679918,16984.3,0.95,-164.172,70.9603,NA,NA,NA,NA,NA,NA,NA
"beta0[18]",-119.791276496726,-113.974,-101.239587122145,10840.1,0.95,-249.048,-5.76616,NA,NA,NA,NA,NA,NA,NA
"beta0[19]",-59.3508037377446,-53.8528,-49.6615814617843,17456.3,0.95,-239.645,109.844,NA,NA,NA,NA,NA,NA,NA
"beta0[20]",-42.0260033189236,-37.9891,-28.5618544659106,17433.2,0.95,-205.198,111.079,NA,NA,NA,NA,NA,NA,NA
"beta0[21]",-43.280890559345,-37.6596,-21.1253116524371,11991.1,0.95,-173.175,66.2032,NA,NA,NA,NA,NA,NA,NA
"beta0[22]",-113.667814163067,-106.918,-90.3386390077458,13078.7,0.95,-261.718,10.8895,NA,NA,NA,NA,NA,NA,NA
"beta0[23]",-119.524667315529,-115.05,-101.676881403353,9777.3,0.95,-240.195,-15.8803,NA,NA,NA,NA,NA,NA,NA
"beta0[24]",16.3992959638628,10.4381,0.401337169398346,14141.4,0.95,-98.197,145.525,NA,NA,NA,NA,NA,NA,NA
"beta0[25]",-45.7010173816884,-54.5802,-72.1547296617026,13340.4,0.95,-217.936,149.754,NA,NA,NA,NA,NA,NA,NA
"beta1[1]",3.35037502668767,3.28783,3.08946500693682,15966.3,0.95,1.37154,5.62999,NA,NA,NA,NA,NA,NA,NA
"beta1[2]",2.41450573624569,2.52632,2.823720210642,12124.5,0.95,0.303584,4.24335,NA,NA,NA,NA,NA,NA,NA
"beta1[3]",2.23534021451927,2.3292,2.5665520041281,9245.7,0.95,0.276623,3.88248,NA,NA,NA,NA,NA,NA,NA
"beta1[4]",3.20101910362132,3.16601,3.15533219793403,16951.9,0.95,0.866489,5.75469,NA,NA,NA,NA,NA,NA,NA
"beta1[5]",2.8152603719019,2.86274,2.96929602070815,16248.8,0.95,0.963145,4.44471,NA,NA,NA,NA,NA,NA,NA
"beta1[6]",4.11151542717864,3.98239,3.49532390225905,8080.1,0.95,2.20513,6.44178,NA,NA,NA,NA,NA,NA,NA
"beta1[7]",3.10583194700015,3.10168,3.08371609454089,17877.7,0.95,0.911544,5.19848,NA,NA,NA,NA,NA,NA,NA
"beta1[8]",3.51077383016899,3.43135,3.22555728750606,13365.9,0.95,1.75424,5.52776,NA,NA,NA,NA,NA,NA,NA
"beta1[9]",2.99511377963702,3.01021,3.03562791911123,17042.2,0.95,1.10762,4.88582,NA,NA,NA,NA,NA,NA,NA
"beta1[10]",2.34755788186641,2.43044,2.7237242206947,10773.7,0.95,0.570952,3.95662,NA,NA,NA,NA,NA,NA,NA
"beta1[11]",3.41851053945933,3.31873,3.10601302901204,16372.7,0.95,1.12053,5.92833,NA,NA,NA,NA,NA,NA,NA
"beta1[12]",3.22026973525974,3.19158,3.17165456512634,16455.2,0.95,1.17426,5.31034,NA,NA,NA,NA,NA,NA,NA
"beta1[13]",3.33407317048383,3.26988,3.1728727700181,16504.2,0.95,1.18832,5.65945,NA,NA,NA,NA,NA,NA,NA
"beta1[14]",3.16934591064447,3.15708,3.08778469357387,15076.8,0.95,1.55178,4.83586,NA,NA,NA,NA,NA,NA,NA
"beta1[15]",2.99989758555237,3.03176,3.07887758939169,17842.6,0.95,0.520402,5.2817,NA,NA,NA,NA,NA,NA,NA
"beta1[16]",3.09017536823409,3.09352,3.06021336208459,18433.1,0.95,1.28112,4.92262,NA,NA,NA,NA,NA,NA,NA
"beta1[17]",3.0039458280511,3.02246,3.09356171473572,16857.1,0.95,1.30203,4.67254,NA,NA,NA,NA,NA,NA,NA
"beta1[18]",3.70332443117844,3.62392,3.40299893171658,11168.4,0.95,2.01084,5.5153,NA,NA,NA,NA,NA,NA,NA
"beta1[19]",3.33257405820709,3.24585,3.14663471429,17480.4,0.95,0.825342,5.99069,NA,NA,NA,NA,NA,NA,NA
"beta1[20]",3.30639499647218,3.25268,3.21373563165535,17378.5,0.95,0.935222,5.69787,NA,NA,NA,NA,NA,NA,NA
"beta1[21]",3.70015716384181,3.60071,3.39379767621326,11632.4,0.95,1.79198,5.86262,NA,NA,NA,NA,NA,NA,NA
"beta1[22]",3.67143409277536,3.56356,3.36132748434713,12785.9,0.95,1.76748,5.88293,NA,NA,NA,NA,NA,NA,NA
"beta1[23]",3.85643003359832,3.78539,3.51786327734355,10188.9,0.95,2.29674,5.64275,NA,NA,NA,NA,NA,NA,NA
"beta1[24]",2.56244869017254,2.6911,2.90442758999967,13831.1,0.95,0.174091,4.6001,NA,NA,NA,NA,NA,NA,NA
"beta1[25]",2.45991367176941,2.58947,2.76170784343013,13004.3,0.95,0.0625594,4.4452,NA,NA,NA,NA,NA,NA,NA
"beta0mu",-56.0035388434178,-55.6497,-50.2846816427895,10679.2,0.95,-118.384,5.71516,NA,NA,NA,NA,NA,NA,NA
"beta1mu",3.15667470236488,3.15288,3.17045866506663,10574,0.95,2.25015,4.06458,NA,NA,NA,NA,NA,NA,NA
"zbeta0[1]",0.758332070728964,0.761329,0.780265555150055,19490.7,0.95,0.241671,1.2615,NA,NA,NA,NA,NA,NA,NA
"zbeta0[2]",1.16864155419729,1.17214,1.17155939088665,17391.2,0.95,0.68512,1.65524,NA,NA,NA,NA,NA,NA,NA
"zbeta0[3]",-0.636208165035748,-0.639212,-0.688834839677818,15155.8,0.95,-1.18789,-0.0641687,NA,NA,NA,NA,NA,NA,NA
"zbeta0[4]",0.738258323831958,0.744439,0.809282789889791,20001,0.95,-0.0362958,1.53664,NA,NA,NA,NA,NA,NA,NA
"zbeta0[5]",-0.672935491316734,-0.672246,-0.652737925139843,18253.4,0.95,-1.30132,-0.0522585,NA,NA,NA,NA,NA,NA,NA
"zbeta0[6]",-2.15605724733763,-2.13907,-2.11702592814462,10102.9,0.95,-2.93102,-1.40566,NA,NA,NA,NA,NA,NA,NA
"zbeta0[7]",-0.0665916323101395,-0.0664955,-0.0459291845782068,19113.7,0.95,-0.79555,0.671731,NA,NA,NA,NA,NA,NA,NA
"zbeta0[8]",-0.127994740976186,-0.12924,-0.148720298164505,20001,0.95,-0.623966,0.384968,NA,NA,NA,NA,NA,NA,NA
"zbeta0[9]",-0.496343672154802,-0.494715,-0.465323462891224,20001,0.95,-1.00358,0.012106,NA,NA,NA,NA,NA,NA,NA
"zbeta0[10]",-1.23494040164892,-1.23808,-1.24347855720425,17791.7,0.95,-1.79171,-0.693914,NA,NA,NA,NA,NA,NA,NA
"zbeta0[11]",0.820655932384881,0.819272,0.802426280498449,17748.1,0.95,0.289263,1.34472,NA,NA,NA,NA,NA,NA,NA
"zbeta0[12]",-0.389289086329748,-0.389313,-0.424464576552458,19125.6,0.95,-0.983912,0.214704,NA,NA,NA,NA,NA,NA,NA
"zbeta0[13]",1.43663902463827,1.43091,1.40859259085226,18099.7,0.95,0.690512,2.17164,NA,NA,NA,NA,NA,NA,NA
"zbeta0[14]",1.11404735695215,1.11253,1.11151955348193,18848.3,0.95,0.570589,1.67239,NA,NA,NA,NA,NA,NA,NA
"zbeta0[15]",0.266925489639513,0.267181,0.231219585083409,20001,0.95,-0.551353,1.08141,NA,NA,NA,NA,NA,NA,NA
"zbeta0[16]",0.405515159109635,0.405741,0.378061832946732,20001,0.95,-0.134962,0.90341,NA,NA,NA,NA,NA,NA,NA
"zbeta0[17]",0.0290316964503075,0.0298861,0.0399085473896175,20001,0.95,-0.373121,0.42582,NA,NA,NA,NA,NA,NA,NA
"zbeta0[18]",-0.770346250411829,-0.770206,-0.73335918836943,18896.6,0.95,-1.17774,-0.360591,NA,NA,NA,NA,NA,NA,NA
"zbeta0[19]",0.339734723253252,0.341945,0.404981807569198,20001,0.95,-0.529894,1.23991,NA,NA,NA,NA,NA,NA,NA
"zbeta0[20]",0.825621659895505,0.82825,0.837875521636408,19919.5,0.95,0.248373,1.38116,NA,NA,NA,NA,NA,NA,NA
"zbeta0[21]",1.61087000073996,1.60434,1.56600298652798,15011.3,0.95,0.791614,2.44349,NA,NA,NA,NA,NA,NA,NA
"zbeta0[22]",-0.646004530313484,-0.647476,-0.666146598809953,20001,0.95,-1.09085,-0.206449,NA,NA,NA,NA,NA,NA,NA
"zbeta0[23]",-0.441471191444068,-0.443114,-0.463139660526448,18093.3,0.95,-0.902161,0.0133514,NA,NA,NA,NA,NA,NA,NA
"zbeta0[24]",1.0914568315696,1.09733,1.13691528437456,17970.9,0.95,-0.27076,2.59353,NA,NA,NA,NA,NA,NA,NA
"zbeta0[25]",-1.06133587354656,-1.06981,-1.0509563999504,16961.4,0.95,-2.52246,0.394841,NA,NA,NA,NA,NA,NA,NA
"zbeta1[1]",0.747296716343683,0.733345,0.689104713542115,15966.3,0.95,0.305921,1.25576,NA,NA,NA,NA,NA,NA,NA
"zbeta1[2]",0.538552292235338,0.563492,0.629825844429905,12124.5,0.95,0.0677141,0.946473,NA,NA,NA,NA,NA,NA,NA
"zbeta1[3]",0.498589660581921,0.519525,0.57246358932025,9245.7,0.95,0.0617003,0.865983,NA,NA,NA,NA,NA,NA,NA
"zbeta1[4]",0.713983047142293,0.706174,0.703792460655114,16951.9,0.95,0.193269,1.28358,NA,NA,NA,NA,NA,NA,NA
"zbeta1[5]",0.627940078315434,0.63853,0.662296074470971,16248.8,0.95,0.214828,0.991386,NA,NA,NA,NA,NA,NA,NA
"zbeta1[6]",0.917068040047998,0.888266,0.779626578524791,8080.1,0.95,0.491852,1.43683,NA,NA,NA,NA,NA,NA,NA
"zbeta1[7]",0.692751687188591,0.691826,0.687818410643993,17877.7,0.95,0.203319,1.15951,NA,NA,NA,NA,NA,NA,NA
"zbeta1[8]",0.783073444743263,0.765358,0.719457105668221,13365.9,0.95,0.391281,1.23296,NA,NA,NA,NA,NA,NA,NA
"zbeta1[9]",0.668056151450327,0.671423,0.677094679500969,17042.2,0.95,0.247053,1.08978,NA,NA,NA,NA,NA,NA,NA
"zbeta1[10]",0.523619660131193,0.542107,0.607523947325019,10773.7,0.95,0.12735,0.88252,NA,NA,NA,NA,NA,NA,NA
"zbeta1[11]",0.762494224908455,0.740237,0.692791820809649,16372.7,0.95,0.249932,1.32231,NA,NA,NA,NA,NA,NA,NA
"zbeta1[12]",0.718276883170941,0.711877,0.707432863712483,16455.2,0.95,0.261917,1.18446,NA,NA,NA,NA,NA,NA,NA
"zbeta1[13]",0.743660584287016,0.729342,0.707703063261321,16504.2,0.95,0.265052,1.26233,NA,NA,NA,NA,NA,NA,NA
"zbeta1[14]",0.706918389273036,0.704182,0.688728134937902,15076.8,0.95,0.346122,1.07863,NA,NA,NA,NA,NA,NA,NA
"zbeta1[15]",0.669123159513524,0.676229,0.686741104460718,17842.6,0.95,0.116075,1.17808,NA,NA,NA,NA,NA,NA,NA
"zbeta1[16]",0.689259506304585,0.690005,0.682575607982878,18433.2,0.95,0.285752,1.09798,NA,NA,NA,NA,NA,NA,NA
"zbeta1[17]",0.670026129909654,0.674156,0.690015848008677,16857.1,0.95,0.290416,1.0422,NA,NA,NA,NA,NA,NA,NA
"zbeta1[18]",0.826021595690215,0.80831,0.759035058869508,11168.4,0.95,0.448514,1.23018,NA,NA,NA,NA,NA,NA,NA
"zbeta1[19]",0.743326211534423,0.723983,0.70185492482258,17480.4,0.95,0.184091,1.33622,NA,NA,NA,NA,NA,NA,NA
"zbeta1[20]",0.737487003061347,0.725505,0.716816151675865,17378.5,0.95,0.2086,1.2709,NA,NA,NA,NA,NA,NA,NA
"zbeta1[21]",0.825315152869357,0.803134,0.756983706626681,11632.4,0.95,0.3997,1.30765,NA,NA,NA,NA,NA,NA,NA
"zbeta1[22]",0.818908491024949,0.794847,0.749740185213808,12785.9,0.95,0.394235,1.31218,NA,NA,NA,NA,NA,NA,NA
"zbeta1[23]",0.860171593745313,0.844326,0.784653960097739,10188.9,0.95,0.512284,1.25861,NA,NA,NA,NA,NA,NA,NA
"zbeta1[24]",0.571550764437628,0.600245,0.647826966088687,13831.1,0.95,0.0388308,1.02605,NA,NA,NA,NA,NA,NA,NA
"zbeta1[25]",0.548680472016199,0.577577,0.615998856875653,13004.3,0.95,0.0139538,0.991496,NA,NA,NA,NA,NA,NA,NA
"zbeta0mu",0.0759237213192595,0.0770266,0.0753338436428533,19149,0.95,-0.38571,0.510006,NA,NA,NA,NA,NA,NA,NA
"zbeta1mu",0.704092088245588,0.703247,0.707166512563718,10574,0.95,0.501892,0.9066,NA,NA,NA,NA,NA,NA,NA
"zsigma",0.592042260486976,0.590846,0.586676868867556,13683.2,0.95,0.49216,0.701159,NA,NA,NA,NA,NA,NA,NA
"sigma",18.9699639168042,18.9316,18.7980464484273,13683.2,0.95,15.7192,22.4158,NA,NA,NA,NA,NA,NA,NA
"nu",39.9698954017299,31.3408,15.3237019167286,14525.4,0.95,3.25247,102.989,NA,NA,NA,NA,NA,NA,NA
"zbeta0sigma",1.05551565276736,1.03369,0.984484125901988,16011.8,0.95,0.69837,1.45639,NA,NA,NA,NA,NA,NA,NA
"zbeta1sigma",0.228374833665817,0.223794,0.239051504929524,4314.9,0.95,0.0017061,0.432361,NA,NA,NA,NA,NA,NA,NA
