"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"b2[9] BI",-4469.997744844,-4534.995,-4563.56095624754,215.5,0.95,-8815.74,277.642,NA,NA,NA,NA,NA,NA,NA
"b2[10] BLAN",20578.448255,20623.65,21257.4024104019,9017.5,0.95,12708.1,28045.7,NA,NA,NA,NA,NA,NA,NA
"b2[11] CEDP",-16259.3099326667,-16272.7,-16321.2792772818,6578.8,0.95,-21844.6,-10920,NA,NA,NA,NA,NA,NA,NA
"b2[12] CEUS",-14423.2990101067,-14513.65,-14647.41142173,12379,0.95,-24510.5,-3401.07,NA,NA,NA,NA,NA,NA,NA
"b2[13] CHEM",10628.57447052,10539.95,10646.701603735,1911.8,0.95,3739,18378,NA,NA,NA,NA,NA,NA,NA
"b2[14] CMCL",-18315.5577033333,-18363.7,-18518.3741166263,4488.4,0.95,-24604.9,-11283.7,NA,NA,NA,NA,NA,NA,NA
"b2[15] CMLT",-21870.0332973333,-21895.1,-22122.4586296135,8622.9,0.95,-29583.5,-14710.8,NA,NA,NA,NA,NA,NA,NA
"b2[16] CRIN",-21047.40422,-21067.7,-21095.2167454784,3753.2,0.95,-25020.1,-16769.5,NA,NA,NA,NA,NA,NA,NA
"b2[17] CSCI",13674.6245146667,13691.3,13616.7074679422,3251.4,0.95,8095.81,19289.5,NA,NA,NA,NA,NA,NA,NA
"b2[18] EALC",-18780.96683,-18808.95,-19433.930960525,5437.1,0.95,-24510.7,-12958,NA,NA,NA,NA,NA,NA,NA
"b2[19] ECON",41999.9334,41627.65,40821.2939877328,2247.5,0.95,30188.7,54815.6,NA,NA,NA,NA,NA,NA,NA
"b2[20] ELPS",-11302.36860114,-11397.85,-11853.9936082362,9639.4,0.95,-19410.2,-3505.5,NA,NA,NA,NA,NA,NA,NA
"b2[21] ENG",-16230.8149373333,-16209.35,-15967.2327408683,4455.8,0.95,-21250.1,-11359.6,NA,NA,NA,NA,NA,NA,NA
"b2[22] FINH",-21336.0179706667,-21332.15,-21513.3603147068,3694,0.95,-28754.7,-14096.7,NA,NA,NA,NA,NA,NA,NA
"b2[23] FINS",-18287.308996,-18221.45,-17940.8568865053,5715.1,0.95,-26009,-10760.8,NA,NA,NA,NA,NA,NA,NA
"b2[24] FOLK",-20403.60676,-20361.25,-20207.6831723804,6265,0.95,-26949.4,-13744.2,NA,NA,NA,NA,NA,NA,NA
"b2[25] FRIT",-18613.2514682467,-18557.5,-18137.401945436,8886.8,0.95,-27741.7,-9781.99,NA,NA,NA,NA,NA,NA,NA
"b2[26] GEOG",-10068.8864306933,-10183.6,-9849.02915567509,7922,0.95,-18142.2,-1101.35,NA,NA,NA,NA,NA,NA,NA
"b2[27] GEOL",-12006.8009082,-11980.9,-11659.142337692,2944.8,0.95,-17716.8,-6063.47,NA,NA,NA,NA,NA,NA,NA
"b2[28] GERM",-23903.3101938667,-23908.55,-24375.9996367593,7835.3,0.95,-34717.5,-13019,NA,NA,NA,NA,NA,NA,NA
"b2[29] HIST",-11961.6846631333,-11930.7,-11665.2251631229,5296.1,0.95,-17033.5,-7023.24,NA,NA,NA,NA,NA,NA,NA
"b2[30] INFO",11067.46815504,11057.9,10960.9546001763,8951.6,0.95,4386.21,17581.7,NA,NA,NA,NA,NA,NA,NA
"b2[31] JOUR",-13497.5288008,-13518.4,-13589.400024179,3568.4,0.95,-19345.1,-7750.47,NA,NA,NA,NA,NA,NA,NA
"b2[32] KINE",-7912.58963555267,-7916.91,-7793.56132703242,10274.4,0.95,-14280.5,-1574.79,NA,NA,NA,NA,NA,NA,NA
"b2[33] LAWS",48297.2550266667,48419.25,48815.6426347329,427.2,0.95,41415.2,55029,NA,NA,NA,NA,NA,NA,NA
"b2[34] LGED",-19996.846106,-20032.8,-20350.9614266144,1593.1,0.95,-25940.7,-13946.4,NA,NA,NA,NA,NA,NA,NA
"b2[35] LING",-12994.752119868,-12959.95,-13003.8133155994,9248.3,0.95,-22201.9,-3502.58,NA,NA,NA,NA,NA,NA,NA
"b2[36] MATH",-8118.211344872,-8068.21,-7905.47566498625,4010.8,0.95,-13717.8,-2486.88,NA,NA,NA,NA,NA,NA,NA
"b2[37] MGMT",64975.38596,65064.25,65127.2696157526,2940.4,0.95,57077.3,72392.2,NA,NA,NA,NA,NA,NA,NA
"b2[38] MKTG",73187.9947733333,73229.85,73355.5245429351,1636.3,0.95,65818.7,80232.7,NA,NA,NA,NA,NA,NA,NA
"b2[39] MUHI",-26227.2926546667,-26207.7,-26174.3332430012,9401.4,0.95,-34489.1,-18570.3,NA,NA,NA,NA,NA,NA,NA
"b2[40] MUIN",-19321.095388,-19367.45,-19355.1494734991,7908.8,0.95,-25811.5,-12626.4,NA,NA,NA,NA,NA,NA,NA
"b2[41] MUST",2113.68121839473,2181.435,2219.83050026663,8499.4,0.95,-10624,15105.4,NA,NA,NA,NA,NA,NA,NA
"b2[42] MUTH",-27433.3010066667,-27420.45,-27414.4924505203,9689.5,0.95,-34975.5,-20145.6,NA,NA,NA,NA,NA,NA,NA
"b2[43] MUVO",-21798.1152219333,-21655.25,-21763.9136914141,9368.1,0.95,-33065.2,-10427.1,NA,NA,NA,NA,NA,NA,NA
"b2[44] OADT",66179.8115533333,66305.9,66190.3138478294,5104,0.95,58612.4,73862.7,NA,NA,NA,NA,NA,NA,NA
"b2[45] OPT",-12785.472584,-12753.4,-12329.5173783219,2251.7,0.95,-18035,-7371.11,NA,NA,NA,NA,NA,NA,NA
"b2[46] PHYS",-557.697647055733,-575.719,-967.207073298063,1784.2,0.95,-5896.64,4701.68,NA,NA,NA,NA,NA,NA,NA
"b2[47] PL",-13068.70230356,-13302.9,-14091.5305480178,12232.8,0.95,-21896.9,-3604.59,NA,NA,NA,NA,NA,NA,NA
"b2[48] POLS",1478.0457077882,1302.395,1042.33226340937,3630,0.95,-5956.47,9341.65,NA,NA,NA,NA,NA,NA,NA
"b2[49] PSY",-3190.83538704529,-3227.54,-3577.35441082449,6797.7,0.95,-9066.8,3033.31,NA,NA,NA,NA,NA,NA,NA
"b2[50] REL",-17844.060856,-17899.2,-18044.5980118219,1076.8,0.95,-23857.4,-12308.2,NA,NA,NA,NA,NA,NA,NA
"b2[51] RPAD",-2941.4667419014,-2895.925,-2566.21538568743,5665.8,0.95,-9471.62,3927.9,NA,NA,NA,NA,NA,NA,NA
"b2[52] SLIS",5448.2953158804,5361.595,5245.05582987677,7164.5,0.95,-654.428,12083.9,NA,NA,NA,NA,NA,NA,NA
"b2[53] SLS",-24278.469368,-24349.1,-24462.3844222374,2691,0.95,-30958.2,-17503.5,NA,NA,NA,NA,NA,NA,NA
"b2[54] SOC",-5683.40812813933,-5689.285,-5858.46828512769,1856,0.95,-10893.4,-534.178,NA,NA,NA,NA,NA,NA,NA
"b2[55] SPAN",-19112.0010626667,-19158.75,-19103.3644453243,5108.6,0.95,-24258.8,-13445.3,NA,NA,NA,NA,NA,NA,NA
"b2[56] SPEA",13582.5412978667,13562.75,13646.0473986018,8949.4,0.95,7968.61,19568.5,NA,NA,NA,NA,NA,NA,NA
"b2[57] SPHS",-63.8425359236,-57.91755,28.2025310769968,6490,0.95,-6095.26,6228.44,NA,NA,NA,NA,NA,NA,NA
"b2[58] STAT",3301.55648373235,2940.605,2119.56024277983,3922.4,0.95,-6788.98,14037.7,NA,NA,NA,NA,NA,NA,NA
"b2[59] TELC",-11267.8168613793,-11280.95,-11167.1111817282,5470.8,0.95,-18198.4,-4101.25,NA,NA,NA,NA,NA,NA,NA
"b2[60] THTR",-24035.6904666667,-24048,-24029.7163139105,2331.5,0.95,-30535.7,-18059.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,1] Assis ACTG",4518.86105389413,4356.03,4700.31815689049,2511.3,0.95,-2583.91,12126.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,1] Assoc ACTG",4248.89200733933,4399.075,4920.18877213092,5248.3,0.95,-4343.55,12255.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,1] Full ACTG",-3694.18221136933,-3608.385,-3678.48991181106,6464.1,0.95,-12805.6,5413.16,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,1] Endow ACTG",-4435.30096637393,-4432.505,-4653.38300302133,5882.8,0.95,-13310.1,3986.69,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,1] Disting ACTG",-638.269878075487,-546.8005,-609.120342574184,12653.3,0.95,-10647.2,8192.04,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,2] Assis AFRO",242.3708230604,195.5515,212.119220278324,13233.9,0.95,-9100.35,10083,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,2] Assoc AFRO",-458.200327046067,-454.03,-555.508241523075,11697.5,0.95,-8481.37,7695.46,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,2] Full AFRO",94.9446318509333,94.5203,-625.285545402065,14884.3,0.95,-7988.64,8510.68,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,2] Endow AFRO",47.1418795861333,-23.21865,-696.646587805495,13994.7,0.95,-9174.92,9640.42,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,2] Disting AFRO",73.742898726,58.5152,-196.826488699968,15000,0.95,-9028.28,9878.92,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,3] Assis AMST",-222.30067007886,-254.713,-659.302541390016,3884.6,0.95,-6962.82,6496.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,3] Assoc AMST",-39.3078383229907,6.063005,358.355861615448,1903.3,0.95,-6567.35,6535.29,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,3] Full AMST",103.044582368,130.2285,65.4826608052135,7604.8,0.95,-9194.59,9622.81,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,3] Endow AMST",80.8174077328,70.67075,-91.2546674011792,8001.1,0.95,-9148.31,9753.74,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,3] Disting AMST",77.7466581673333,49.8196,113.158998638108,8186.8,0.95,-9498.82,9239.24,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,4] Assis ANTH",3084.07171089307,3186.415,3346.81851760248,8414.4,0.95,-6019.19,11812.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,4] Assoc ANTH",1344.61692772247,1306.925,1265.50642938225,4047.5,0.95,-5136.41,8603.21,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,4] Full ANTH",-2059.55957568993,-2083.24,-2506.13914096994,12872.3,0.95,-9967.63,5080.07,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,4] Endow ANTH",-2487.6426864944,-2541.025,-2042.20254767202,11739.2,0.95,-11277.6,6445.44,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,4] Disting ANTH",118.513588612947,136.6125,370.936650666965,11999.6,0.95,-9242.59,9559.03,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,5] Assis APHS",-3574.11961972332,-3476.405,-3212.63507724936,1977.1,0.95,-9789,2459.17,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,5] Assoc APHS",1247.9636396434,1281.355,1250.99920511253,2618.2,0.95,-4907.78,7413.33,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,5] Full APHS",2333.88681171413,2262.445,1987.47437738204,6111.8,0.95,-6817.66,11461.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,5] Endow APHS",43.0950176889333,82.36165,292.999043731215,7678.9,0.95,-9491.03,9236.12,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,5] Disting APHS",-50.8259524066,-57.846,-220.884224946069,7117,0.95,-9293.85,9581.85,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,6] Assis AST",-91.4292743258467,-109.4985,-682.431291514753,12728.5,0.95,-8022.56,7675.64,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,6] Assoc AST",-2101.92861358524,-2039.975,-2035.48321922323,2318.8,0.95,-9865.43,5575.62,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,6] Full AST",853.437973965493,801.3965,669.41830243836,13181,0.95,-7511.18,9850.41,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,6] Endow AST",1326.97655993887,1200.185,958.44687797609,7609.5,0.95,-8085.88,11003.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,6] Disting AST",12.9431947472,6.892095,-64.6176537866959,10180,0.95,-9737.79,9234.31,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,7] Assis BEPP",-1192.19402779987,-1403.855,-443.363959958504,12.2,0.95,-10813,7573.62,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,7] Assoc BEPP",1256.1258826198,1208.675,1104.76389391656,946.5,0.95,-6065.4,8612.25,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,7] Full BEPP",-241.9691463488,-203.749,-316.339312034503,402,0.95,-10372.1,9457.19,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,7] Endow BEPP",342.507234932667,387.6965,588.943798820634,587.6,0.95,-9080.14,10127.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,7] Disting BEPP",-164.469991908333,-152.041,-855.856372272927,340.6,0.95,-9902.15,9861.26,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,8] Assis BFIN",-190.03494881272,-250.278,-361.057805580616,10368.8,0.95,-7435.52,7013.94,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,8] Assoc BFIN",4184.027810211,4147.73,4819.46280945048,5002.1,0.95,-3248.02,11744.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,8] Full BFIN",-41.6994248243333,-34.95855,-363.762798735308,13563.5,0.95,-9478.73,8988.61,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,8] Endow BFIN",-3234.80867927029,-3152.49,-3071.4195739185,4941.5,0.95,-12263.3,5497.06,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,8] Disting BFIN",-717.484626703807,-712.685,-1061.13140133339,12978.7,0.95,-10316.1,8716.46,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,9] Assis BI",17.0102143722667,77.056,204.732078006395,187.5,0.95,-4570.83,4538.52,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,9] Assoc BI",-1446.02893234533,-1408.765,-1442.19190453252,1854.7,0.95,-7083.76,4154.13,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,9] Full BI",1517.75520453965,1550.925,1987.83070615179,13915.2,0.95,-5609.83,8257.23,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,9] Endow BI",-2205.05128841753,-2393.94,-2878.71000105827,2272.2,0.95,-9767.91,6601.62,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,9] Disting BI",2116.31473350171,2043.645,782.439778644843,1250.8,0.95,-6556,10962.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,10] Assis BLAN",2695.4445590568,2690.15,2574.33837929409,9830.1,0.95,-4877.81,10294.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,10] Assoc BLAN",355.540045142467,339.499,45.7638259163759,11949.8,0.95,-7009.04,7422.24,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,10] Full BLAN",-123.081704236933,-103.5275,59.659789025296,14464.9,0.95,-7435.09,7889.49,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,10] Endow BLAN",-2828.73188980973,-2885.245,-2976.63397115436,8690.5,0.95,-11710.1,6165.19,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,10] Disting BLAN",-99.17113623294,-69.26265,176.053766231405,13634.8,0.95,-9570.24,9168.42,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,11] Assis CEDP",1671.76514210902,1648.615,1692.04861122881,10341.4,0.95,-4261.09,7543.26,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,11] Assoc CEDP",-1500.19123397213,-1488.465,-1555.15304721206,7335.3,0.95,-6872.37,4249.95,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,11] Full CEDP",-431.642670537733,-406.9995,108.824336688038,14574.1,0.95,-7233.56,6104.71,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,11] Endow CEDP",128.866379580127,122.472,180.624392431397,11713,0.95,-9153.98,9568.89,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,11] Disting CEDP",131.2023028926,84.98595,2.50498956508454,10982.4,0.95,-9089.76,9796.09,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,12] Assis CEUS",-602.817723938,-646.0535,-575.548470667662,13028.5,0.95,-8923.87,7346.94,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,12] Assoc CEUS",1531.30621901047,1559.16,2033.3661279094,15000,0.95,-6897.56,9421.33,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,12] Full CEUS",416.9166307824,387.3925,422.754070970375,15000,0.95,-7840.34,8985.25,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,12] Endow CEUS",-1451.28331256913,-1360.925,-460.80217749608,13225.2,0.95,-11212.9,8066.01,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,12] Disting CEUS",105.87823644,99.3861,-305.083353994873,14442.7,0.95,-9054.14,9720.25,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,13] Assis CHEM",-9128.12882379333,-9001.295,-8532.48941060049,1770.9,0.95,-16378.6,-1923.31,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,13] Assoc CHEM",871.85384278926,949.7265,1422.45803489186,9488.9,0.95,-6201.57,8452.02,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,13] Full CHEM",5131.13221008747,5022.75,4973.34269424111,4120.7,0.95,-3460.79,14318.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,13] Endow CHEM",2601.32737275133,2529.065,2473.62043066422,10098.3,0.95,-6586.15,11409.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,13] Disting CHEM",523.8152899408,484.63,-71.9310594382805,10439.2,0.95,-8353.43,10056,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,14] Assis CMCL",-2819.98404946967,-2802.94,-2350.09337437036,5820.4,0.95,-9287.81,3757.39,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,14] Assoc CMCL",697.051302480067,736.9985,1321.48268712059,5428.8,0.95,-5824.01,7050.43,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,14] Full CMCL",1962.39724109294,1891.29,1369.83705319112,11478.1,0.95,-7098.47,10944.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,14] Endow CMCL",78.2957787711333,38.96125,-461.326389827434,10800.2,0.95,-9576.88,9322.73,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,14] Disting CMCL",82.2397218261533,77.09845,461.145249349796,11107.6,0.95,-9674,9333.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,15] Assis CMLT",2118.66956416227,2181.225,2623.4350996569,11843.8,0.95,-5037.21,9343.15,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,15] Assoc CMLT",-1061.45784608293,-1106.135,-1522.23636841968,10735.7,0.95,-8136.58,5997.56,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,15] Full CMLT",-1259.2257604446,-1261.905,-1272.70748997958,15000,0.95,-9208.27,6758.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,15] Endow CMLT",111.1805007598,130.553,-70.6211801833124,13875.1,0.95,-9116.01,9709.54,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,15] Disting CMLT",90.8337780032667,79.485,139.257511328506,12583.5,0.95,-9011.3,9729.82,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,16] Assis CRIN",3804.08588854229,3807.62,3752.31748716458,3783,0.95,-613.283,8293.91,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,16] Assoc CRIN",1660.97369851173,1661.91,1698.09665827167,4111.7,0.95,-2733.48,6283.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,16] Full CRIN",-2487.957704672,-2512.475,-2490.17346925348,11620.1,0.95,-8171.3,2878.82,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,16] Endow CRIN",-3023.81326379042,-3104.525,-3082.7051811805,6887.4,0.95,-10581.2,4574.81,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,16] Disting CRIN",46.7113080323333,47.6245,75.0437254856661,6437.9,0.95,-9531.43,9668.82,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,17] Assis CSCI",-491.962888840533,-495.365,-442.062445451695,3214.1,0.95,-6185.69,5124.56,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,17] Assoc CSCI",1616.09795040427,1637.675,1707.57942875015,7359.1,0.95,-4591.84,7571.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,17] Full CSCI",-935.555881735533,-952.395,-1086.80064260816,13951.3,0.95,-7890.71,6235.54,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,17] Endow CSCI",-88.260785539,-126.8925,-106.569101811387,9637.2,0.95,-9567.96,9458.29,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,17] Disting CSCI",-100.3184504262,-72.1349,153.552262444839,7695.5,0.95,-9736.74,9383.78,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,18] Assis EALC",924.446597235133,925.1355,811.90732213143,6141.2,0.95,-4717.63,7060.92,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,18] Assoc EALC",-1393.52919319807,-1415.715,-1698.98124772837,7155.3,0.95,-7395.31,4546.02,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,18] Full EALC",352.9746836602,322.5525,434.231726169313,17084,0.95,-7053.33,7638.91,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,18] Endow EALC",67.1228807676,66.6734,343.62507049333,12083.1,0.95,-9131.61,10109,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,18] Disting EALC",48.9852021326733,115.544,284.519363908461,10900.3,0.95,-9452.22,9443.75,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,19] Assis ECON",-7509.41910022967,-7205.91,-5871.43379194534,1678.6,0.95,-18029.7,2212.12,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,19] Assoc ECON",4081.21552771207,3819.29,3095.39248613496,3233.4,0.95,-5736.02,14509.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,19] Full ECON",2674.66085989627,2636.5,2502.5329719773,10754.3,0.95,-6231.16,11357.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,19] Endow ECON",1061.29221558847,940.953,640.416089590635,11365.3,0.95,-8645.7,10484.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,19] Disting ECON",-307.749226624267,-280.958,566.778389722691,13645.6,0.95,-9763.25,9027.14,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,20] Assis ELPS",-1288.44039436027,-1290.08,-1476.70254262573,10794,0.95,-8639.13,5930.75,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,20] Assoc ELPS",-135.0836098668,-130.7255,-101.47443077635,13357.4,0.95,-7434.82,7288.78,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,20] Full ELPS",1307.01983417853,1280.65,999.868086151127,14220.6,0.95,-7738.08,9901.62,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,20] Endow ELPS",-7.36497728233333,-14.0739,118.723111122679,16253.8,0.95,-9848.18,9210.81,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,20] Disting ELPS",123.869155087867,160.6245,579.85898369837,14021.4,0.95,-9066.35,9515.76,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,21] Assis ENG",-277.613429475533,-312.4365,-457.169946502796,5259.7,0.95,-5477.34,4969.35,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,21] Assoc ENG",593.059481871367,572.697,1335.14640933581,5307.6,0.95,-4656.83,5743.84,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,21] Full ENG",3433.31304651067,3358.665,3122.02296981018,9097.6,0.95,-3215.59,9843.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,21] Endow ENG",-3909.56204559673,-3787.18,-3950.64576249666,3877.6,0.95,-13688.2,5513.54,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,21] Disting ENG",160.8029453884,180.1445,814.923555441364,10747.9,0.95,-9314.88,9103.22,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,22] Assis FINH",1666.63591641787,1587.67,1268.89366366059,4040.3,0.95,-5387.51,8551.56,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,22] Assoc FINH",766.5049610466,768.6435,809.932784196993,6529.5,0.95,-6001.71,7696.56,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,22] Full FINH",-2599.75672607893,-2542.005,-2206.18730578094,6603.5,0.95,-12152.3,7165.35,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,22] Endow FINH",115.002043040353,110.9715,47.4715405871139,12358.4,0.95,-9816.57,9133.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,22] Disting FINH",51.6138526073333,60.6706,179.528842785294,11466.7,0.95,-9839.34,9346.97,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,23] Assis FINS",95.1844758,71.2519,-17.7450206269968,13336.1,0.95,-7682.34,7464.19,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,23] Assoc FINS",-2595.8066934176,-2630.725,-2817.59454177098,6175.3,0.95,-9562.71,4764.34,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,23] Full FINS",82.6380854911333,67.61365,-155.829878567874,12349.9,0.95,-9358.81,9564.83,NA,NA,NA,NA,NA,NA,NA
