"yOrig","ybin","y","thresh1","thresh2","thresh3"
90.5625460420907,0,90.5625460420907,94,100,106
77.2927230450504,0,77.2927230450504,94,100,106
102.585848714625,2,102.585848714625,94,100,106
95.2840046709236,1,NA,94,100,106
104.901308705255,2,104.901308705255,94,100,106
103.462282486333,2,103.462282486333,94,100,106
91.4405187046586,0,91.4405187046586,94,100,106
82.2778351137175,0,82.2778351137175,94,100,106
88.3287357277202,0,88.3287357277202,94,100,106
105.359275317049,2,105.359275317049,94,100,106
99.7439680065294,1,NA,94,100,106
98.3459124582898,1,NA,94,100,106
85.6787056784271,0,85.6787056784271,94,100,106
98.5723299435919,1,NA,94,100,106
101.956703526772,2,101.956703526772,94,100,106
106.981475121927,3,NA,94,100,106
71.6598795611069,0,71.6598795611069,94,100,106
98.3267155061225,1,NA,94,100,106
88.1735705968893,0,88.1735705968893,94,100,106
114.643676082598,3,NA,94,100,106
92.7129160317402,0,92.7129160317402,94,100,106
100.533726501353,2,100.533726501353,94,100,106
94.6084612126347,1,NA,94,100,106
95.8677397947106,1,NA,94,100,106
101.889236635404,2,101.889236635404,94,100,106
106.058868265753,3,NA,94,100,106
89.869891158827,0,89.869891158827,94,100,106
99.3666869573568,1,NA,94,100,106
98.1085840708153,1,NA,94,100,106
106.424307057203,3,NA,94,100,106
94.2803480804111,1,NA,94,100,106
95.2021919242369,1,NA,94,100,106
87.9528056745747,0,87.9528056745747,94,100,106
70.8602938120835,0,70.8602938120835,94,100,106
113.208758165972,3,NA,94,100,106
65.0565849062021,0,65.0565849062021,94,100,106
124.319803151234,3,NA,94,100,106
92.2609441791321,0,92.2609441791321,94,100,106
131.005591414354,3,NA,94,100,106
98.2629181146803,1,NA,94,100,106
107.59517125393,3,NA,94,100,106
123.09994594444,3,NA,94,100,106
128.21412155961,3,NA,94,100,106
64.7999327683874,0,64.7999327683874,94,100,106
91.6533338086246,0,91.6533338086246,94,100,106
106.167961081039,3,NA,94,100,106
103.310772993077,2,103.310772993077,94,100,106
116.952620910993,3,NA,94,100,106
98.3998532018946,1,NA,94,100,106
99.423972520505,1,NA,94,100,106
124.717904921167,3,NA,94,100,106
78.0072286414692,0,78.0072286414692,94,100,106
102.525276776692,2,102.525276776692,94,100,106
112.930679484587,3,NA,94,100,106
115.494081426963,3,NA,94,100,106
113.933060582636,3,NA,94,100,106
100.088904153846,2,100.088904153846,94,100,106
90.9561735980273,0,90.9561735980273,94,100,106
92.4057729625504,0,92.4057729625504,94,100,106
105.537850211738,2,105.537850211738,94,100,106
90.2102046837844,0,90.2102046837844,94,100,106
89.0493077668843,0,89.0493077668843,94,100,106
47.2574577372712,0,47.2574577372712,94,100,106
117.273077303934,3,NA,94,100,106
71.746671074235,0,71.746671074235,94,100,106
110.475289448359,3,NA,94,100,106
96.7122950563239,1,NA,94,100,106
125.171065461417,3,NA,94,100,106
92.8745709413664,0,92.8745709413664,94,100,106
81.8441818647151,0,81.8441818647151,94,100,106
116.128216297431,3,NA,94,100,106
128.642056216879,3,NA,94,100,106
73.9003399524081,0,73.9003399524081,94,100,106
105.671414274633,2,105.671414274633,94,100,106
110.166569763766,3,NA,94,100,106
121.486826558471,3,NA,94,100,106
97.5084091057343,1,NA,94,100,106
119.178780018345,3,NA,94,100,106
112.643564540422,3,NA,94,100,106
94.8952867122456,1,NA,94,100,106
85.4175942753729,0,85.4175942753729,94,100,106
75.9108126829725,0,75.9108126829725,94,100,106
112.13292520149,3,NA,94,100,106
113.548023605167,3,NA,94,100,106
112.131530894336,3,NA,94,100,106
103.99669862458,2,103.99669862458,94,100,106
93.8190245236691,0,93.8190245236691,94,100,106
90.1430263533839,0,90.1430263533839,94,100,106
113.927661419911,3,NA,94,100,106
97.1087959967877,1,NA,94,100,106
116.330863756453,3,NA,94,100,106
116.932850023369,3,NA,94,100,106
101.073120655855,2,101.073120655855,94,100,106
88.7176175072715,0,88.7176175072715,94,100,106
96.11821038494,1,NA,94,100,106
91.5639635243758,0,91.5639635243758,94,100,106
103.898603814108,2,103.898603814108,94,100,106
78.6733124023167,0,78.6733124023167,94,100,106
88.1196866434946,0,88.1196866434946,94,100,106
94.7906886796641,1,NA,94,100,106
93.3705518461335,0,93.3705518461335,94,100,106
117.922000210497,3,NA,94,100,106
106.704494766952,3,NA,94,100,106
101.111484637015,2,101.111484637015,94,100,106
93.8751008195378,0,93.8751008195378,94,100,106
85.3459552964414,0,85.3459552964414,94,100,106
89.561015617345,0,89.561015617345,94,100,106
89.4866921149758,0,89.4866921149758,94,100,106
105.364409368004,2,105.364409368004,94,100,106
74.3166071146158,0,74.3166071146158,94,100,106
108.176057529236,3,NA,94,100,106
101.360958582293,2,101.360958582293,94,100,106
101.945392962576,2,101.945392962576,94,100,106
103.040309896546,2,103.040309896546,94,100,106
105.03583654477,2,105.03583654477,94,100,106
74.1583796890291,0,74.1583796890291,94,100,106
127.794712823512,3,NA,94,100,106
101.528204577401,2,101.528204577401,94,100,106
142.043480479672,3,NA,94,100,106
103.898022969728,2,103.898022969728,94,100,106
94.9253787646418,1,NA,94,100,106
106.078909312809,3,NA,94,100,106
143.160253835227,3,NA,94,100,106
98.8601381573352,1,NA,94,100,106
111.83584550036,3,NA,94,100,106
83.6132561756625,0,83.6132561756625,94,100,106
85.3436291965313,0,85.3436291965313,94,100,106
108.69135142414,3,NA,94,100,106
106.079721145749,3,NA,94,100,106
105.824755286609,2,105.824755286609,94,100,106
103.866148544495,2,103.866148544495,94,100,106
118.177695897559,3,NA,94,100,106
85.7977707248071,0,85.7977707248071,94,100,106
97.3590976746231,1,NA,94,100,106
98.8399559890517,1,NA,94,100,106
113.696934926372,3,NA,94,100,106
101.388763468767,2,101.388763468767,94,100,106
111.128230898199,3,NA,94,100,106
117.361256661817,3,NA,94,100,106
100.019446122917,2,100.019446122917,94,100,106
101.513392795295,2,101.513392795295,94,100,106
94.7961068816594,1,NA,94,100,106
121.244770256778,3,NA,94,100,106
100.703340782959,2,100.703340782959,94,100,106
94.4653695390888,1,NA,94,100,106
87.9196759364181,0,87.9196759364181,94,100,106
90.3267818171179,0,90.3267818171179,94,100,106
92.6468024417494,0,92.6468024417494,94,100,106
116.945836136427,3,NA,94,100,106
102.337821304698,2,102.337821304698,94,100,106
82.1466579495821,0,82.1466579495821,94,100,106
115.026409228938,3,NA,94,100,106
101.568585735262,2,101.568585735262,94,100,106
117.391157192634,3,NA,94,100,106
106.546546568011,3,NA,94,100,106
119.741078429315,3,NA,94,100,106
104.625459711355,2,104.625459711355,94,100,106
104.461888967206,2,104.461888967206,94,100,106
106.127637170334,3,NA,94,100,106
122.81496184963,3,NA,94,100,106
78.0418073364162,0,78.0418073364162,94,100,106
82.030447588499,0,82.030447588499,94,100,106
99.8120956591194,1,NA,94,100,106
95.6277934737028,1,NA,94,100,106
92.9245476164204,0,92.9245476164204,94,100,106
98.2886715525808,1,NA,94,100,106
112.015953210739,3,NA,94,100,106
116.623720830955,3,NA,94,100,106
88.100034393538,0,88.100034393538,94,100,106
114.906296032377,3,NA,94,100,106
118.334860227345,3,NA,94,100,106
100.306800681884,2,100.306800681884,94,100,106
101.547253878594,2,101.547253878594,94,100,106
75.0297536183666,0,75.0297536183666,94,100,106
78.9895046287252,0,78.9895046287252,94,100,106
72.7340821923737,0,72.7340821923737,94,100,106
121.473895909815,3,NA,94,100,106
111.500726118304,3,NA,94,100,106
96.0189909239279,1,NA,94,100,106
99.4288262596001,1,NA,94,100,106
74.4773668801858,0,74.4773668801858,94,100,106
102.944549066121,2,102.944549066121,94,100,106
78.5430212248995,0,78.5430212248995,94,100,106
104.537637048415,2,104.537637048415,94,100,106
108.34687889664,3,NA,94,100,106
87.9337012373146,0,87.9337012373146,94,100,106
86.2049403093486,0,86.2049403093486,94,100,106
90.8332200718369,0,90.8332200718369,94,100,106
85.8361793992721,0,85.8361793992721,94,100,106
62.7364063128383,0,62.7364063128383,94,100,106
92.7649089731694,0,92.7649089731694,94,100,106
68.4243457853494,0,68.4243457853494,94,100,106
124.963793096892,3,NA,94,100,106
106.738457292303,3,NA,94,100,106
85.9228462924997,0,85.9228462924997,94,100,106
107.418612584466,3,NA,94,100,106
96.5312297377829,1,NA,94,100,106
116.414300953167,3,NA,94,100,106
103.145274708496,2,103.145274708496,94,100,106
100.311661050426,2,100.311661050426,94,100,106
114.956641558642,3,NA,94,100,106
112.892381198839,3,NA,94,100,106
106.627997783603,3,NA,94,100,106
112.141011460877,3,NA,94,100,106
93.5950717048562,0,93.5950717048562,94,100,106
86.5724522716892,0,86.5724522716892,94,100,106
55.621337368973,0,55.621337368973,94,100,106
69.6717346596912,0,69.6717346596912,94,100,106
103.656778501177,2,103.656778501177,94,100,106
87.0114717389725,0,87.0114717389725,94,100,106
102.325475729558,2,102.325475729558,94,100,106
91.7742701516818,0,91.7742701516818,94,100,106
95.8776600897221,1,NA,94,100,106
111.775115954784,3,NA,94,100,106
104.074732938673,2,104.074732938673,94,100,106
109.219366809734,3,NA,94,100,106
98.7498790411159,1,NA,94,100,106
95.2842279286553,1,NA,94,100,106
82.1203052029892,0,82.1203052029892,94,100,106
105.156912562764,2,105.156912562764,94,100,106
103.188709357238,2,103.188709357238,94,100,106
121.021826281076,3,NA,94,100,106
123.350094431367,3,NA,94,100,106
105.992457318899,2,105.992457318899,94,100,106
120.010802885509,3,NA,94,100,106
91.3198902046279,0,91.3198902046279,94,100,106
102.574424926417,2,102.574424926417,94,100,106
100.800377047728,2,100.800377047728,94,100,106
105.758630136423,2,105.758630136423,94,100,106
98.3463049925064,1,NA,94,100,106
118.870927123136,3,NA,94,100,106
106.662077037353,3,NA,94,100,106
114.225233712869,3,NA,94,100,106
88.0438908531916,0,88.0438908531916,94,100,106
97.0287702704244,1,NA,94,100,106
110.500309219002,3,NA,94,100,106
126.245376110403,3,NA,94,100,106
105.658321547035,2,105.658321547035,94,100,106
89.3064964062773,0,89.3064964062773,94,100,106
104.039596735407,2,104.039596735407,94,100,106
112.976122624498,3,NA,94,100,106
83.6832732352128,0,83.6832732352128,94,100,106
129.727873278373,3,NA,94,100,106
110.594310084207,3,NA,94,100,106
109.090375805884,3,NA,94,100,106
86.3496359188706,0,86.3496359188706,94,100,106
109.443974440294,3,NA,94,100,106
103.367550405229,2,103.367550405229,94,100,106
83.8491443045141,0,83.8491443045141,94,100,106
75.7048560052887,0,75.7048560052887,94,100,106
95.876293086415,1,NA,94,100,106
97.5330309351613,1,NA,94,100,106
99.4308392280359,1,NA,94,100,106
114.176267084836,3,NA,94,100,106
88.403615216086,0,88.403615216086,94,100,106
91.4653491599041,0,91.4653491599041,94,100,106
87.1006115016183,0,87.1006115016183,94,100,106
124.650974417805,3,NA,94,100,106
105.505092067053,2,105.505092067053,94,100,106
120.424480772613,3,NA,94,100,106
81.2365773783826,0,81.2365773783826,94,100,106
103.965160095972,2,103.965160095972,94,100,106
67.2272151984938,0,67.2272151984938,94,100,106
91.4606194647849,0,91.4606194647849,94,100,106
113.767377920191,3,NA,94,100,106
80.9450717626574,0,80.9450717626574,94,100,106
109.124852751929,3,NA,94,100,106
110.786621752605,3,NA,94,100,106
103.203690054582,2,103.203690054582,94,100,106
93.8331504810824,0,93.8331504810824,94,100,106
83.4075805148383,0,83.4075805148383,94,100,106
110.381618127274,3,NA,94,100,106
110.282065043748,3,NA,94,100,106
98.3987395504449,1,NA,94,100,106
116.105569553015,3,NA,94,100,106
79.6624809280858,0,79.6624809280858,94,100,106
103.454554997603,2,103.454554997603,94,100,106
90.6119880811959,0,90.6119880811959,94,100,106
56.0232530007044,0,56.0232530007044,94,100,106
99.4609340980863,1,NA,94,100,106
87.4982598819081,0,87.4982598819081,94,100,106
88.2748182221719,0,88.2748182221719,94,100,106
105.617126774301,2,105.617126774301,94,100,106
114.378543664653,3,NA,94,100,106
103.411164090036,2,103.411164090036,94,100,106
107.121334208987,3,NA,94,100,106
111.007742497041,3,NA,94,100,106
127.393399770736,3,NA,94,100,106
111.704371076572,3,NA,94,100,106
78.4395499578661,0,78.4395499578661,94,100,106
88.1391895941751,0,88.1391895941751,94,100,106
102.071874519761,2,102.071874519761,94,100,106
115.243131594498,3,NA,94,100,106
77.800709091174,0,77.800709091174,94,100,106
93.464146548195,0,93.464146548195,94,100,106
85.5783973910936,0,85.5783973910936,94,100,106
109.966794255171,3,NA,94,100,106
101.047154470549,2,101.047154470549,94,100,106
114.238697418658,3,NA,94,100,106
118.083482685036,3,NA,94,100,106
126.156923278935,3,NA,94,100,106
118.314419401646,3,NA,94,100,106
102.774154744751,2,102.774154744751,94,100,106
93.3772903280626,0,93.3772903280626,94,100,106
97.6655306131621,1,NA,94,100,106
77.916088474915,0,77.916088474915,94,100,106
95.8724146415724,1,NA,94,100,106
121.987266192053,3,NA,94,100,106
106.351453829167,3,NA,94,100,106
110.2288882063,3,NA,94,100,106
73.8733055928793,0,73.8733055928793,94,100,106
95.9544902582343,1,NA,94,100,106
105.069531753001,2,105.069531753001,94,100,106
104.086336609165,2,104.086336609165,94,100,106
82.5795959692427,0,82.5795959692427,94,100,106
108.788530298284,3,NA,94,100,106
82.2694846181057,0,82.2694846181057,94,100,106
85.7988997652595,0,85.7988997652595,94,100,106
116.701820412395,3,NA,94,100,106
104.320803143866,2,104.320803143866,94,100,106
85.0614513443733,0,85.0614513443733,94,100,106
74.1651143936878,0,74.1651143936878,94,100,106
72.1203312973978,0,72.1203312973978,94,100,106
93.6033261904382,0,93.6033261904382,94,100,106
112.190861576613,3,NA,94,100,106
88.3888777615136,0,88.3888777615136,94,100,106
87.608857865992,0,87.608857865992,94,100,106
85.120204359799,0,85.120204359799,94,100,106
95.5421424936086,1,NA,94,100,106
101.816966812679,2,101.816966812679,94,100,106
112.192132219704,3,NA,94,100,106
98.5380227727255,1,NA,94,100,106
124.836676978198,3,NA,94,100,106
86.8671757644167,0,86.8671757644167,94,100,106
87.5066994323405,0,87.5066994323405,94,100,106
83.8260310307724,0,83.8260310307724,94,100,106
102.872787125088,2,102.872787125088,94,100,106
117.238646702914,3,NA,94,100,106
98.5724350959886,1,NA,94,100,106
116.045423704827,3,NA,94,100,106
96.4411224380869,1,NA,94,100,106
80.7184468892119,0,80.7184468892119,94,100,106
93.3169520659135,0,93.3169520659135,94,100,106
98.2983688016488,1,NA,94,100,106
122.939389374169,3,NA,94,100,106
139.684268067008,3,NA,94,100,106
97.7051698927171,1,NA,94,100,106
88.7778634163109,0,88.7778634163109,94,100,106
83.1689539528881,0,83.1689539528881,94,100,106
102.871739629126,2,102.871739629126,94,100,106
87.5833961486196,0,87.5833961486196,94,100,106
101.482775842195,2,101.482775842195,94,100,106
122.284899169801,3,NA,94,100,106
107.726404238181,3,NA,94,100,106
97.5562571124092,1,NA,94,100,106
95.3647254370473,1,NA,94,100,106
107.182578808818,3,NA,94,100,106
85.6082123831803,0,85.6082123831803,94,100,106
118.938775560489,3,NA,94,100,106
102.440284299218,2,102.440284299218,94,100,106
108.70110643744,3,NA,94,100,106
118.572023401365,3,NA,94,100,106
81.904796692206,0,81.904796692206,94,100,106
96.5853208892912,1,NA,94,100,106
115.192227788988,3,NA,94,100,106
91.4384461606782,0,91.4384461606782,94,100,106
118.314166474924,3,NA,94,100,106
101.54715637787,2,101.54715637787,94,100,106
125.436887994924,3,NA,94,100,106
86.1180313490861,0,86.1180313490861,94,100,106
97.0739044754559,1,NA,94,100,106
113.701462779012,3,NA,94,100,106
87.5003111936991,0,87.5003111936991,94,100,106
89.1364059677195,0,89.1364059677195,94,100,106
92.5993940394087,0,92.5993940394087,94,100,106
66.9377558023181,0,66.9377558023181,94,100,106
104.927162758804,2,104.927162758804,94,100,106
66.9463144046423,0,66.9463144046423,94,100,106
106.294117547116,3,NA,94,100,106
113.108562446665,3,NA,94,100,106
91.70797805225,0,91.70797805225,94,100,106
106.047689477716,3,NA,94,100,106
105.094006717637,2,105.094006717637,94,100,106
109.010598429482,3,NA,94,100,106
120.241173091664,3,NA,94,100,106
95.3511280842124,1,NA,94,100,106
91.8115378413441,0,91.8115378413441,94,100,106
117.458159397652,3,NA,94,100,106
82.6261789397817,0,82.6261789397817,94,100,106
113.293748722505,3,NA,94,100,106
107.230469338801,3,NA,94,100,106
81.5306662095862,0,81.5306662095862,94,100,106
94.6114697512583,1,NA,94,100,106
139.648049908898,3,NA,94,100,106
87.3765511800509,0,87.3765511800509,94,100,106
117.737203772337,3,NA,94,100,106
110.117794738794,3,NA,94,100,106
109.160783540684,3,NA,94,100,106
104.200755844661,2,104.200755844661,94,100,106
93.0763459315374,0,93.0763459315374,94,100,106
108.037562250551,3,NA,94,100,106
105.706322324106,2,105.706322324106,94,100,106
124.059046373818,3,NA,94,100,106
95.6179368663446,1,NA,94,100,106
120.682574876066,3,NA,94,100,106
87.9419844660458,0,87.9419844660458,94,100,106
96.6954530930712,1,NA,94,100,106
96.8970867222978,1,NA,94,100,106
100.577972043386,2,100.577972043386,94,100,106
116.873466855255,3,NA,94,100,106
89.6536156765826,0,89.6536156765826,94,100,106
108.191325951457,3,NA,94,100,106
96.2566346620023,1,NA,94,100,106
77.0020785414723,0,77.0020785414723,94,100,106
107.633187352335,3,NA,94,100,106
