"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"b2[34] LGED",-19966.4079037267,-19944.5,-19780.9594815269,14223,0.95,-33748.6,-6685.79,NA,NA,NA,NA,NA,NA,NA
"b2[35] LING",-12863.5897418993,-12822.95,-12038.2775488944,15000,0.95,-27555.9,1857.18,NA,NA,NA,NA,NA,NA,NA
"b2[36] MATH",-6640.30591981267,-6666.595,-7078.61109896953,12581.5,0.95,-14986.6,1211.99,NA,NA,NA,NA,NA,NA,NA
"b2[37] MGMT",62822.5154066667,62798.45,62240.6474352571,15000,0.95,50775.1,75157.2,NA,NA,NA,NA,NA,NA,NA
"b2[38] MKTG",67343.36766,67325.2,67145.1383216336,13701.1,0.95,55935.7,78279.9,NA,NA,NA,NA,NA,NA,NA
"b2[39] MUHI",-30537.4849606667,-30499.15,-30049.4255865649,15000,0.95,-43585.1,-17933.1,NA,NA,NA,NA,NA,NA,NA
"b2[40] MUIN",-22877.54945,-22875.85,-22901.6102447701,12036.9,0.95,-31111.8,-14880.7,NA,NA,NA,NA,NA,NA,NA
"b2[41] MUST",-1698.04393449573,-1753.28,-1907.9321301943,13514.5,0.95,-15067.1,11021.2,NA,NA,NA,NA,NA,NA,NA
"b2[42] MUTH",-27386.5350387333,-27435.15,-28514.030630118,15000,0.95,-42163.2,-13389.2,NA,NA,NA,NA,NA,NA,NA
"b2[43] MUVO",-28075.8884107333,-28106.2,-28195.4626406224,15658.8,0.95,-41988.3,-13587.7,NA,NA,NA,NA,NA,NA,NA
"b2[44] OADT",60204.4369533333,60192,59786.8132476919,15000,0.95,49221.4,70783.2,NA,NA,NA,NA,NA,NA,NA
"b2[45] OPT",-14357.2505223733,-14372.85,-14266.1945915899,14617.9,0.95,-26893.7,-2377.04,NA,NA,NA,NA,NA,NA,NA
"b2[46] PHYS",-2552.99800459213,-2503.675,-2244.75830187179,13427.5,0.95,-11435.1,5738.08,NA,NA,NA,NA,NA,NA,NA
"b2[47] PL",-10240.9940868133,-10259.05,-11039.6507215762,15245.9,0.95,-21056.7,697.567,NA,NA,NA,NA,NA,NA,NA
"b2[48] POLS",7347.79863086733,7350.065,7039.66237946578,13822.4,0.95,-1352.54,16094.4,NA,NA,NA,NA,NA,NA,NA
"b2[49] PSY",6649.39461642793,6667.555,6959.12816537162,13575.7,0.95,607.917,12795.9,NA,NA,NA,NA,NA,NA,NA
"b2[50] REL",-14544.2357337733,-14527.2,-13305.5753217083,14407.8,0.95,-26211.2,-2485.48,NA,NA,NA,NA,NA,NA,NA
"b2[51] RPAD",-4129.07562767253,-4060.625,-3225.36413267095,14539.3,0.95,-17095.3,9076.43,NA,NA,NA,NA,NA,NA,NA
"b2[52] SLIS",5412.17265862067,5434.1,6164.07433267551,13285.6,0.95,-5438.43,17294.6,NA,NA,NA,NA,NA,NA,NA
"b2[53] SLS",-23548.8974228,-23511.7,-23487.7516039389,14999.8,0.95,-37894.8,-8177.72,NA,NA,NA,NA,NA,NA,NA
"b2[54] SOC",-6048.59374816567,-6036.38,-5889.66956089973,13414.4,0.95,-14663.9,2406.47,NA,NA,NA,NA,NA,NA,NA
"b2[55] SPAN",-17523.5316960933,-17541.15,-18555.3486874261,13543.7,0.95,-27373.2,-6549.75,NA,NA,NA,NA,NA,NA,NA
"b2[56] SPEA",17208.6796553333,17208.65,17510.6404727657,14016.1,0.95,10135.2,23764.7,NA,NA,NA,NA,NA,NA,NA
"b2[57] SPHS",8043.064150072,8028.925,8005.25232291881,14220.8,0.95,-2622.92,18461.5,NA,NA,NA,NA,NA,NA,NA
"b2[58] STAT",3344.76557838673,3247.185,2584.23071043484,15000,0.95,-10993.2,17886,NA,NA,NA,NA,NA,NA,NA
"b2[59] TELC",-12078.9706954393,-12084.25,-12166.6436429593,15000,0.95,-23452.8,-686.289,NA,NA,NA,NA,NA,NA,NA
"b2[60] THTR",-23140.3799158067,-23094.05,-22432.233257535,12657.7,0.95,-37197.5,-8432.91,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,1] Assis ACTG",13527.3343660467,13496.9,13969.2174937497,12380,0.95,2469.84,24687.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,1] Assoc ACTG",7533.57254504467,7536.675,8075.8431278545,15000,0.95,-5884.45,21290.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,1] Full ACTG",-14019.8846441987,-13982.35,-13754.2272066544,13153.2,0.95,-24825.2,-2448.94,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,1] Endow ACTG",-5276.08804577,-5219.835,-5279.25044401788,15000,0.95,-17785.3,7339.81,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,1] Disting ACTG",-1764.93431423667,-1767.005,-2741.16572239771,14128.1,0.95,-18463.2,15750.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,2] Assis AFRO",376.304949124147,371.389,1232.50176853927,14615.7,0.95,-16791.4,17418.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,2] Assoc AFRO",91.3729510917333,93.45595,109.725471448677,15000,0.95,-13710.2,14706.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,2] Full AFRO",-1052.5747312834,-1040.895,-1652.00853531437,14516.1,0.95,-15122.2,12876.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,2] Endow AFRO",326.012685397,232.711,-46.9985806568584,15000,0.95,-17166,17029.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,2] Disting AFRO",258.884705628333,304.4185,674.365078960735,15000,0.95,-16675.1,17480.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,3] Assis AMST",-438.287340055333,-414.5105,-54.3295998318936,15000,0.95,-14712.7,13453.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,3] Assoc AMST",-570.016013515133,-568.1925,-810.737221318865,15733.1,0.95,-14929.3,12983.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,3] Full AMST",370.427452139333,368.3975,469.907208680925,15000,0.95,-17073.1,17202,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,3] Endow AMST",292.1701372046,256.143,915.872501192447,15485.8,0.95,-17213.2,16738.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,3] Disting AMST",345.706024341333,322.503,-657.361473841353,14528.1,0.95,-16433.8,17792.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,4] Assis ANTH",2901.08744280909,2825.665,2200.97583871835,15000,0.95,-12097.3,17505.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,4] Assoc ANTH",1041.86821836268,1052.685,1588.16924117773,13300.2,0.95,-10021.3,11891,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,4] Full ANTH",-506.793819693733,-507.8995,-203.594712920101,13568.5,0.95,-11738.7,10319,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,4] Endow ANTH",-3843.34406491907,-3765.61,-3874.88515304253,15000,0.95,-18666.7,10661.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,4] Disting ANTH",407.182060608667,352.6585,-204.555252040234,14240.1,0.95,-16477.2,18125.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,5] Assis APHS",-5649.2308894146,-5489.44,-4649.77709695574,14533,0.95,-17648.6,6367.22,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,5] Assoc APHS",-3436.178162386,-3427.095,-4237.20921546189,14403.4,0.95,-14868.2,7600.04,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,5] Full APHS",9220.798615637,9069.215,8298.0225935335,13897.8,0.95,-2994,21785.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,5] Endow APHS",-26.5264667307334,107.419,741.90657069884,14514.3,0.95,-17698.7,16463.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,5] Disting APHS",-108.862839232,-120.4515,-1492.29395962645,14472.8,0.95,-16847.9,16678,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,6] Assis AST",-2734.16548983,-2681.42,-1882.11869763105,16176.1,0.95,-17145.2,12468.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,6] Assoc AST",-5502.0872753038,-5355.73,-5080.46156730265,15000,0.95,-20127.2,7619.61,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,6] Full AST",-3528.8373990062,-3429.29,-2942.09275773283,15000,0.95,-16623.8,10185.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,6] Endow AST",11843.9698548247,11674.6,10674.021968382,12212.2,0.95,-3084.46,27966.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,6] Disting AST",-78.8793531344,-76.85145,233.477016660603,14679.6,0.95,-17144.1,17102.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,7] Assis BEPP",-1095.00374565307,-1067.02,-519.108430599837,15000,0.95,-14838.3,11671,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,7] Assoc BEPP",461.604561217533,406.178,-234.895188003382,15000,0.95,-12399.4,13500.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,7] Full BEPP",-1070.83721611287,-1082.045,-1554.10548626763,15000,0.95,-17929.6,16178.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,7] Endow BEPP",2835.5440180676,2713.575,1832.05444296314,15000,0.95,-11025.1,16659.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,7] Disting BEPP",-1131.30753356,-1096.41,-2112.59521326203,15000,0.95,-18451.7,15794.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,8] Assis BFIN",3958.8177855124,3921.605,3724.54781491451,14424.7,0.95,-7237.34,14929.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,8] Assoc BFIN",9397.805057752,9391.18,9580.6394440382,13039.6,0.95,-1470.88,19801,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,8] Full BFIN",1419.9922581112,1412.63,1504.35765935283,14655.6,0.95,-10679.3,14294.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,8] Endow BFIN",-12605.099382192,-12459,-11717.8101315711,12201.5,0.95,-25851,-104.56,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,8] Disting BFIN",-2171.51617313467,-2018.23,-1224.05221192161,14313.1,0.95,-19167.6,15306.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,9] Assis BI",-159.429755128648,-185.1025,-275.616876357282,15000,0.95,-8890.51,8632.48,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,9] Assoc BI",-3015.088148084,-3028.42,-3410.1299941461,14510.8,0.95,-10942.4,5144.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,9] Full BI",1450.40504176893,1481.09,2257.88570125567,14341.9,0.95,-6996.11,10403.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,9] Endow BI",-3607.48511470933,-3573.77,-4134.58199093102,14102.3,0.95,-18330,10523.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,9] Disting BI",5331.5976288588,5284.95,5063.863578514,13260.4,0.95,-4903.48,16052.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,10] Assis BLAN",3830.542281195,3780.985,4160.42750585015,15000,0.95,-9405.65,17111.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,10] Assoc BLAN",912.287476824667,912.706,1616.89773015022,15000,0.95,-12660.2,15267.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,10] Full BLAN",-305.493129100067,-278.7615,-8.97301421814336,15000,0.95,-14894.2,14596.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,10] Endow BLAN",-4076.73794863733,-3946.99,-3273.54856267269,15000,0.95,-18916.2,10803.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,10] Disting BLAN",-360.59853692546,-316.6535,-626.083131260209,14588.7,0.95,-17198.9,16704.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,11] Assis CEDP",2430.21445116973,2374.64,1743.84872098561,13962.3,0.95,-8760.86,13284.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,11] Assoc CEDP",-975.847436117,-971.698,-884.284679813209,13584.6,0.95,-11749.9,9453.11,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,11] Full CEDP",-1933.43182803393,-1944.57,-2550.69709832043,13656,0.95,-13334.8,8502.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,11] Endow CEDP",321.769613944533,322.8705,194.318247213028,14116.1,0.95,-16407.7,17483.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,11] Disting CEDP",157.295234093,162.1815,701.202519607556,13988,0.95,-17061,17235.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,12] Assis CEUS",1613.5028450218,1637.32,1763.18912025766,15000,0.95,-13312.4,16199.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,12] Assoc CEUS",6379.22576898827,6322.135,6414.39334547481,13869.2,0.95,-6199.63,19172.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,12] Full CEUS",3549.4485914572,3425.255,3449.80211355649,14083.1,0.95,-8409.12,16116.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,12] Endow CEUS",-11999.02089241,-11767.8,-11504.1566461803,12336.1,0.95,-27640.8,2538.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,12] Disting CEUS",456.843951204867,496.5715,1354.74777134081,15000,0.95,-16498.5,18091.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,13] Assis CHEM",-12785.10958499,-12749.75,-12494.6880217891,13317.2,0.95,-22079.5,-3593.01,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,13] Assoc CHEM",-4063.78460975689,-4043.49,-4277.50135586727,15000,0.95,-13379.1,5687.18,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,13] Full CHEM",12998.3011961973,12942.6,12216.0478893175,14074.9,0.95,3935.19,22678.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,13] Endow CHEM",4367.55422115313,4410.6,4058.48651307308,14562.4,0.95,-7394.24,15394,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,13] Disting CHEM",-516.960919799867,-547.044,-848.007957650269,14736.3,0.95,-12191.2,11327.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,14] Assis CMCL",-2177.66297397053,-2172.215,-2211.36036950487,15000,0.95,-14933.7,10776.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,14] Assoc CMCL",-1224.19546548187,-1183.29,-1432.48446763346,13533.9,0.95,-12553,10806.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,14] Full CMCL",3015.73403667487,3021.94,2934.70715155257,14586.4,0.95,-9766.3,15667,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,14] Endow CMCL",257.582617549533,171.309,-240.208982048411,14491.2,0.95,-16919.2,17248.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,14] Disting CMCL",128.541632771556,185.2455,604.32624253969,15774.3,0.95,-17006.3,17367.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,15] Assis CMLT",1766.05094686227,1719.48,1552.06067981755,14563.2,0.95,-11691.7,15651.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,15] Assoc CMLT",-470.5945940546,-447.5525,-613.292008487078,15444.5,0.95,-14797.1,12963.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,15] Full CMLT",-2169.59578143793,-2149.715,-1114.68302996956,15000,0.95,-14708.3,11510.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,15] Endow CMLT",429.672381635467,542.0645,1986.84711855077,15000,0.95,-17531.4,16602.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,15] Disting CMLT",444.466892860667,405.558,253.40821070355,14330.4,0.95,-17071.3,16588.2,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,16] Assis CRIN",4390.02972497,4343.72,4016.03438037659,14383.8,0.95,-6408.43,15701,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,16] Assoc CRIN",2747.62060988187,2750.98,2502.12015440914,14176.6,0.95,-7241.5,13426.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,16] Full CRIN",-2883.9905729134,-2868.545,-2669.37576164032,15000,0.95,-13745,7752.04,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,16] Endow CRIN",-4556.57200074653,-4489.885,-4366.68303525701,14633.4,0.95,-18036,8464.04,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,16] Disting CRIN",302.912293205467,131.7795,-719.130183039801,13963.9,0.95,-17033.3,16886.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,17] Assis CSCI",662.8811665154,666.8025,927.020641175313,14163.8,0.95,-10136.5,11995.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,17] Assoc CSCI",914.461178938533,876.936,227.080442519633,11589.5,0.95,-8918.43,11235.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,17] Full CSCI",-1018.98358589933,-1049,-1369.01789181667,13899,0.95,-11916.6,9485.48,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,17] Endow CSCI",-178.6127615994,-67.82885,696.918696057437,14804.7,0.95,-17581.5,16859.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,17] Disting CSCI",-379.746150847333,-366.5685,-321.230166782654,12246.8,0.95,-17863.7,16131.3,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,18] Assis EALC",702.969567116,754.5855,1166.12519432456,14105.9,0.95,-11808.7,12357,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,18] Assoc EALC",-1322.51107374887,-1324.255,-1464.75864373337,15000,0.95,-13274.7,11267,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,18] Full EALC",2.75963364113333,-2.163325,1495.73163341545,15000,0.95,-12676.8,12062.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,18] Endow EALC",300.550193063333,261.2045,-1224.37018646261,15000,0.95,-16574.6,17680.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,18] Disting EALC",316.231840171333,307.0325,757.141928021221,14329.8,0.95,-16861.2,16809.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,19] Assis ECON",-17579.6452501867,-17519.1,-17253.4977863321,10951.4,0.95,-29373.3,-6418.97,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,19] Assoc ECON",6517.22350350227,6506.165,7448.27544695162,15000,0.95,-5901.28,19078,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,19] Full ECON",4226.74758562307,4182.36,3575.60872180451,14768.6,0.95,-6331.41,15281.8,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,19] Endow ECON",7982.45623768933,7869.255,8074.16072438758,14429.8,0.95,-6720.57,23227.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,19] Disting ECON",-1146.78228062748,-1138.465,-732.755936951988,14430.7,0.95,-17772.1,16308.7,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,20] Assis ELPS",-3104.9355281606,-3101.98,-1683.7126955026,14335.9,0.95,-16063.6,9802.09,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,20] Assoc ELPS",-3233.94512999513,-3196.015,-3245.4342341069,13716.6,0.95,-14748.5,8540.76,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,20] Full ELPS",6164.34373185174,6131.355,6166.94417223354,14682.8,0.95,-6803.95,17891.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,20] Endow ELPS",141.5084937542,209.754,-277.42300824781,15000,0.95,-16987.6,17085.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,20] Disting ELPS",33.0288403189333,102.2035,695.343660773149,15000,0.95,-16757,17649.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,21] Assis ENG",2710.11171333593,2708.55,3062.05091356457,16643.5,0.95,-7628.28,13738.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,21] Assoc ENG",4021.68156891667,4076.59,4566.50981945939,11619.6,0.95,-4816.37,12962,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,21] Full ENG",6234.0261412316,6198.62,5461.75901240111,12909.7,0.95,-3427.58,15894.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,21] Endow ENG",-13330.8689367108,-13223.15,-12784.5087375593,12865.8,0.95,-26371.1,-918.228,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,21] Disting ENG",365.049346814667,398.928,-167.316550450116,13371.8,0.95,-17155.5,17300,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,22] Assis FINH",1964.8882301042,1952.865,2008.50900290705,15000,0.95,-11265.5,14938.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,22] Assoc FINH",1006.41070688053,965.7345,-394.464276443145,15000,0.95,-11818.5,14263.5,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,22] Full FINH",-3724.81110633567,-3681.325,-3703.91348870859,14336.3,0.95,-18592.8,11123,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,22] Endow FINH",360.0296073018,359.837,350.735700231882,15000,0.95,-16926.2,17432.9,NA,NA,NA,NA,NA,NA,NA
"b1b2[5,22] Disting FINH",393.482930138,350.198,66.5731051525581,15000,0.95,-16583.6,17800.6,NA,NA,NA,NA,NA,NA,NA
"b1b2[1,23] Assis FINS",471.608424875667,439.6,-142.074105531625,15915,0.95,-14422.7,15055.1,NA,NA,NA,NA,NA,NA,NA
"b1b2[2,23] Assoc FINS",-1693.17689539767,-1708.95,-2931.57881595806,12437.3,0.95,-15427.2,11353.4,NA,NA,NA,NA,NA,NA,NA
"b1b2[3,23] Full FINS",383.1656327392,458.4165,1661.41798470942,15141.1,0.95,-16272.2,17950,NA,NA,NA,NA,NA,NA,NA
"b1b2[4,23] Endow FINS",475.4786958456,453.1155,1005.58786388944,15000,0.95,-14535.7,15308.7,NA,NA,NA,NA,NA,NA,NA
