"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"mu[46] NA",0.2495421868,0.249107,0.244365123608782,15000,0.95,0.215815,0.284874,NA,NA,NA,NA,NA,NA,NA
"mu[47] NA",0.260765608333333,0.260505,0.261118794356582,15000,0.95,0.218718,0.300558,NA,NA,NA,NA,NA,NA,NA
"mu[48] NA",0.215940997266667,0.215496,0.212155684643599,14429.8,0.95,0.179363,0.254634,NA,NA,NA,NA,NA,NA,NA
"mu[49] NA",0.134928497213333,0.1340805,0.130793731292627,12213.7,0.95,0.0948403,0.174294,NA,NA,NA,NA,NA,NA,NA
"mu[50] NA",0.12931425906,0.128363,0.125327597110295,10117.3,0.95,0.0901044,0.170933,NA,NA,NA,NA,NA,NA,NA
"mu[51] NA",0.124008438673333,0.1231785,0.121457070436913,9948.4,0.95,0.0860358,0.16316,NA,NA,NA,NA,NA,NA,NA
"mu[52] NA",0.239922639933333,0.239599,0.238658894827019,15000,0.95,0.210858,0.270099,NA,NA,NA,NA,NA,NA,NA
"mu[53] NA",0.127579849766667,0.126743,0.124672226513579,11713.1,0.95,0.0894533,0.165433,NA,NA,NA,NA,NA,NA,NA
"mu[54] NA",0.12857972142,0.1278425,0.129394319236688,12914.6,0.95,0.0886421,0.170046,NA,NA,NA,NA,NA,NA,NA
"mu[55] NA",0.2449942438,0.2446355,0.245868109776749,13279.9,0.95,0.1973,0.292354,NA,NA,NA,NA,NA,NA,NA
"mu[56] NA",0.12925193084,0.1283035,0.127550208302934,11467.5,0.95,0.0885974,0.170426,NA,NA,NA,NA,NA,NA,NA
"mu[57] NA",0.266383467933333,0.266195,0.267758869388444,15509.2,0.95,0.233834,0.299715,NA,NA,NA,NA,NA,NA,NA
"mu[58] NA",0.265806433133333,0.265743,0.265586298821266,14601.4,0.95,0.236206,0.296982,NA,NA,NA,NA,NA,NA,NA
"mu[59] NA",0.301571884933333,0.3014595,0.301687882125012,14647.6,0.95,0.271569,0.331845,NA,NA,NA,NA,NA,NA,NA
"mu[60] NA",0.12945307392,0.1286575,0.129112961824772,11632.5,0.95,0.0907594,0.17332,NA,NA,NA,NA,NA,NA,NA
"mu[61] NA",0.127626736646667,0.126674,0.126784665032938,12220.4,0.95,0.0898962,0.171672,NA,NA,NA,NA,NA,NA,NA
"mu[62] NA",0.255444193133333,0.254971,0.253059323811224,15000,0.95,0.211277,0.303007,NA,NA,NA,NA,NA,NA,NA
"mu[63] NA",0.2695864504,0.2693345,0.268807532266684,14018.8,0.95,0.230844,0.307883,NA,NA,NA,NA,NA,NA,NA
"mu[64] NA",0.2550369728,0.254758,0.253275685397117,15000,0.95,0.219167,0.291191,NA,NA,NA,NA,NA,NA,NA
"mu[65] NA",0.2408783948,0.2405085,0.238111053014747,15000,0.95,0.202127,0.278489,NA,NA,NA,NA,NA,NA,NA
"mu[66] NA",0.260091612333333,0.259935,0.260645411543177,15000,0.95,0.224591,0.2945,NA,NA,NA,NA,NA,NA,NA
"mu[67] NA",0.237177077,0.236669,0.234900532434552,15438.8,0.95,0.193439,0.284796,NA,NA,NA,NA,NA,NA,NA
"mu[68] NA",0.137697731326667,0.1370005,0.138458021834818,13993.5,0.95,0.100797,0.178054,NA,NA,NA,NA,NA,NA,NA
"mu[69] NA",0.243413381133333,0.243248,0.244336803942984,15000,0.95,0.199188,0.288348,NA,NA,NA,NA,NA,NA,NA
"mu[70] NA",0.128838837793333,0.1279495,0.125698783892102,11382.8,0.95,0.0887405,0.169937,NA,NA,NA,NA,NA,NA,NA
"mu[71] NA",0.129048634286667,0.1281355,0.125875837227581,12143,0.95,0.0890644,0.170079,NA,NA,NA,NA,NA,NA,NA
"mu[72] NA",0.2666895626,0.2662995,0.266928640655236,15000,0.95,0.223604,0.312562,NA,NA,NA,NA,NA,NA,NA
"mu[73] NA",0.2507772684,0.250438,0.249088469869403,15000,0.95,0.218116,0.283726,NA,NA,NA,NA,NA,NA,NA
"mu[74] NA",0.231283885066667,0.2309165,0.232432436092749,14512.9,0.95,0.187592,0.278839,NA,NA,NA,NA,NA,NA,NA
"mu[75] NA",0.253021278533333,0.2525535,0.251221873386623,15000,0.95,0.201556,0.304465,NA,NA,NA,NA,NA,NA,NA
"mu[76] NA",0.119906347433333,0.1191075,0.118713236772634,11708.3,0.95,0.0843453,0.155335,NA,NA,NA,NA,NA,NA,NA
"mu[77] NA",0.278141322,0.2779365,0.276824965474039,15000,0.95,0.243296,0.315018,NA,NA,NA,NA,NA,NA,NA
"mu[78] NA",0.248147387533333,0.247466,0.245325908045925,15000,0.95,0.19948,0.298309,NA,NA,NA,NA,NA,NA,NA
"mu[79] NA",0.247652677666667,0.2474635,0.247081087803361,15229.3,0.95,0.217294,0.279417,NA,NA,NA,NA,NA,NA,NA
"mu[80] NA",0.227705454133333,0.227413,0.228044817161028,15000,0.95,0.195302,0.261349,NA,NA,NA,NA,NA,NA,NA
"mu[81] NA",0.258735151933333,0.258346,0.256112366673937,15000,0.95,0.220797,0.296348,NA,NA,NA,NA,NA,NA,NA
"mu[82] NA",0.239955360266667,0.2391535,0.237007102882533,13224.6,0.95,0.190425,0.291201,NA,NA,NA,NA,NA,NA,NA
"mu[83] NA",0.2587825186,0.2582605,0.259407653274226,17436.9,0.95,0.213878,0.308647,NA,NA,NA,NA,NA,NA,NA
"mu[84] NA",0.244507097,0.24426,0.24441515558585,15000,0.95,0.202823,0.28454,NA,NA,NA,NA,NA,NA,NA
"mu[85] NA",0.2695561968,0.2692745,0.266614284490815,15000,0.95,0.241382,0.299507,NA,NA,NA,NA,NA,NA,NA
"mu[86] NA",0.12919481152,0.1282345,0.130203208567995,10664,0.95,0.0894367,0.170867,NA,NA,NA,NA,NA,NA,NA
"mu[87] NA",0.129449787806667,0.1285445,0.127192493785059,11483.4,0.95,0.0887708,0.169828,NA,NA,NA,NA,NA,NA,NA
"mu[88] NA",0.2784124086,0.278215,0.279751240480847,15000,0.95,0.248041,0.309092,NA,NA,NA,NA,NA,NA,NA
"mu[89] NA",0.254511618866667,0.2540785,0.254432451660298,15028.2,0.95,0.21093,0.300147,NA,NA,NA,NA,NA,NA,NA
"mu[90] NA",0.298143179466667,0.2980045,0.298994180399309,15000,0.95,0.267796,0.32858,NA,NA,NA,NA,NA,NA,NA
"mu[91] NA",0.1286516447,0.127721,0.12487614331816,10695.3,0.95,0.090274,0.171258,NA,NA,NA,NA,NA,NA,NA
"mu[92] NA",0.238777900933333,0.2384175,0.238573433433942,14317,0.95,0.188448,0.287852,NA,NA,NA,NA,NA,NA,NA
"mu[93] NA",0.129063699793333,0.128187,0.126635475877037,12035.8,0.95,0.0879671,0.169895,NA,NA,NA,NA,NA,NA,NA
"mu[94] NA",0.251542665866667,0.251059,0.249863468947323,15000,0.95,0.208062,0.29497,NA,NA,NA,NA,NA,NA,NA
"mu[95] NA",0.2477770316,0.2471115,0.247702709389758,15000,0.95,0.200861,0.2999,NA,NA,NA,NA,NA,NA,NA
"mu[96] NA",0.249791522066667,0.249332,0.247648762992747,15000,0.95,0.209255,0.288578,NA,NA,NA,NA,NA,NA,NA
"mu[97] NA",0.129282885053333,0.128266,0.127395447311102,12850.4,0.95,0.090332,0.172134,NA,NA,NA,NA,NA,NA,NA
"mu[98] NA",0.254300024533333,0.253998,0.253622080727915,14480,0.95,0.22424,0.284346,NA,NA,NA,NA,NA,NA,NA
"mu[99] NA",0.129024357553333,0.1280725,0.126131732476228,12598.6,0.95,0.0905007,0.170447,NA,NA,NA,NA,NA,NA,NA
"mu[100] NA",0.214250601866667,0.2138405,0.211929906096688,15000,0.95,0.18097,0.246211,NA,NA,NA,NA,NA,NA,NA
"mu[101] NA",0.244260467533333,0.2437535,0.242324634345345,15000,0.95,0.197595,0.289623,NA,NA,NA,NA,NA,NA,NA
"mu[102] NA",0.11309759666,0.1124325,0.112327165470009,11274.6,0.95,0.0794201,0.14796,NA,NA,NA,NA,NA,NA,NA
"mu[103] NA",0.136303664533333,0.135308,0.131408833728448,11920,0.95,0.0978824,0.172122,NA,NA,NA,NA,NA,NA,NA
"mu[104] NA",0.117363018653333,0.116594,0.115322892973955,11723.9,0.95,0.0825622,0.151895,NA,NA,NA,NA,NA,NA,NA
"mu[105] NA",0.129664178646667,0.1287865,0.126167481232498,11653,0.95,0.0889568,0.170888,NA,NA,NA,NA,NA,NA,NA
"mu[106] NA",0.2384404372,0.238184,0.237579506774377,15383.9,0.95,0.195796,0.279927,NA,NA,NA,NA,NA,NA,NA
"mu[107] NA",0.250190061266667,0.24981,0.252182164514945,15000,0.95,0.200047,0.300261,NA,NA,NA,NA,NA,NA,NA
"mu[108] NA",0.228737851733333,0.228307,0.22652434489429,15591.2,0.95,0.185355,0.270184,NA,NA,NA,NA,NA,NA,NA
"mu[109] NA",0.294433290866667,0.2942365,0.295120364951275,15000,0.95,0.262747,0.323491,NA,NA,NA,NA,NA,NA,NA
"mu[110] NA",0.242246021,0.241864,0.240198540996656,15000,0.95,0.199437,0.282848,NA,NA,NA,NA,NA,NA,NA
"mu[111] NA",0.263491372066667,0.263272,0.262917789033251,15000,0.95,0.233406,0.293975,NA,NA,NA,NA,NA,NA,NA
"mu[112] NA",0.12926937588,0.128518,0.124228244187685,10905.4,0.95,0.0886234,0.168764,NA,NA,NA,NA,NA,NA,NA
"mu[113] NA",0.247536120333333,0.2472085,0.246404819764784,15000,0.95,0.21526,0.280485,NA,NA,NA,NA,NA,NA,NA
"mu[114] NA",0.3109522144,0.3107535,0.310482233817956,14585.2,0.95,0.277157,0.344784,NA,NA,NA,NA,NA,NA,NA
"mu[115] NA",0.307813642066667,0.307614,0.307399648932011,15000,0.95,0.27736,0.337999,NA,NA,NA,NA,NA,NA,NA
"mu[116] NA",0.128071309833333,0.127365,0.128336731845743,12375.6,0.95,0.0917634,0.164596,NA,NA,NA,NA,NA,NA,NA
"mu[117] NA",0.262425875933333,0.2621975,0.262902195865404,14771.5,0.95,0.222859,0.300186,NA,NA,NA,NA,NA,NA,NA
"mu[118] NA",0.1397500705,0.1389545,0.137302393293931,12155.4,0.95,0.103663,0.177451,NA,NA,NA,NA,NA,NA,NA
"mu[119] NA",0.2302918912,0.2301175,0.230436305463694,13890,0.95,0.188736,0.269933,NA,NA,NA,NA,NA,NA,NA
"mu[120] NA",0.252977881666667,0.2523715,0.249663224505593,15000,0.95,0.203606,0.304042,NA,NA,NA,NA,NA,NA,NA
"mu[121] NA",0.254387383266667,0.2539495,0.251593139553314,16608,0.95,0.22393,0.287767,NA,NA,NA,NA,NA,NA,NA
"mu[122] NA",0.261347191066667,0.261125,0.260649294233375,15000,0.95,0.220235,0.301203,NA,NA,NA,NA,NA,NA,NA
"mu[123] NA",0.2935706494,0.2934565,0.292788802610881,15000,0.95,0.262934,0.32226,NA,NA,NA,NA,NA,NA,NA
"mu[124] NA",0.2563162958,0.255861,0.25463308482245,15000,0.95,0.21159,0.302334,NA,NA,NA,NA,NA,NA,NA
"mu[125] NA",0.123665589306667,0.1227245,0.121205469574735,12360.6,0.95,0.0888774,0.160866,NA,NA,NA,NA,NA,NA,NA
"mu[126] NA",0.238607143733333,0.2383165,0.237713054560174,15794.5,0.95,0.191933,0.284368,NA,NA,NA,NA,NA,NA,NA
"mu[127] NA",0.240484183066667,0.239724,0.238605123197426,15000,0.95,0.191537,0.291825,NA,NA,NA,NA,NA,NA,NA
"mu[128] NA",0.237810767133333,0.237408,0.233630583722057,14381.1,0.95,0.197233,0.277184,NA,NA,NA,NA,NA,NA,NA
"mu[129] NA",0.130687503573333,0.1299785,0.129504157759566,11904.2,0.95,0.0904604,0.171333,NA,NA,NA,NA,NA,NA,NA
"mu[130] NA",0.13267110558,0.1317035,0.128026749259377,12024.8,0.95,0.0921963,0.173543,NA,NA,NA,NA,NA,NA,NA
"mu[131] NA",0.275082248666667,0.2747385,0.27502911105487,15000,0.95,0.238445,0.311865,NA,NA,NA,NA,NA,NA,NA
"mu[132] NA",0.12970394832,0.128891,0.128156776380907,10861.7,0.95,0.0890014,0.170988,NA,NA,NA,NA,NA,NA,NA
"mu[133] NA",0.2589287916,0.258481,0.259714038879822,14453.4,0.95,0.217178,0.301372,NA,NA,NA,NA,NA,NA,NA
"mu[134] NA",0.257412775733333,0.2569605,0.254071922978575,15000,0.95,0.205325,0.311526,NA,NA,NA,NA,NA,NA,NA
"mu[135] NA",0.2617868628,0.2617465,0.260210300154779,14007.3,0.95,0.230054,0.292598,NA,NA,NA,NA,NA,NA,NA
"mu[136] NA",0.247455774733333,0.246926,0.246413651369366,15000,0.95,0.202919,0.295104,NA,NA,NA,NA,NA,NA,NA
"mu[137] NA",0.247251770333333,0.2468905,0.247328026609898,15000,0.95,0.209832,0.286323,NA,NA,NA,NA,NA,NA,NA
"mu[138] NA",0.13020432332,0.1293855,0.12861252159499,11486.2,0.95,0.0912145,0.172449,NA,NA,NA,NA,NA,NA,NA
"mu[139] NA",0.245448073533333,0.2452085,0.243623526732964,15000,0.95,0.209674,0.280569,NA,NA,NA,NA,NA,NA,NA
"mu[140] NA",0.132064612713333,0.1311655,0.130087456987142,10356,0.95,0.0918994,0.173878,NA,NA,NA,NA,NA,NA,NA
"mu[141] NA",0.245663618333333,0.245191,0.247182648147602,15000,0.95,0.198543,0.295471,NA,NA,NA,NA,NA,NA,NA
"mu[142] NA",0.250257677533333,0.2498825,0.24865949022521,15000,0.95,0.210902,0.291047,NA,NA,NA,NA,NA,NA,NA
"mu[143] NA",0.2488707414,0.2484355,0.247676474424642,15000,0.95,0.213569,0.287415,NA,NA,NA,NA,NA,NA,NA
"mu[144] NA",0.2732964124,0.27306,0.273369337164663,15493.4,0.95,0.245056,0.302325,NA,NA,NA,NA,NA,NA,NA
"mu[145] NA",0.12912052062,0.128103,0.124500862535512,12062.6,0.95,0.0879807,0.169173,NA,NA,NA,NA,NA,NA,NA
"mu[146] NA",0.254212594066667,0.2537975,0.253272661551449,15000,0.95,0.213416,0.295537,NA,NA,NA,NA,NA,NA,NA
"mu[147] NA",0.129496081866667,0.1284995,0.124747666284729,11353.2,0.95,0.0897421,0.171252,NA,NA,NA,NA,NA,NA,NA
"mu[148] NA",0.240289648,0.2395635,0.236220090164818,15000,0.95,0.190477,0.291098,NA,NA,NA,NA,NA,NA,NA
"mu[149] NA",0.277489800533333,0.2772285,0.275744304378127,15000,0.95,0.245704,0.309438,NA,NA,NA,NA,NA,NA,NA
"mu[150] NA",0.142832271773333,0.142169,0.143463916307203,13291.8,0.95,0.102815,0.184603,NA,NA,NA,NA,NA,NA,NA
"mu[151] NA",0.253075837533333,0.252707,0.24776912097296,15000,0.95,0.205979,0.299838,NA,NA,NA,NA,NA,NA,NA
"mu[152] NA",0.136511739706667,0.1358715,0.137177458852229,10668.3,0.95,0.0969072,0.178428,NA,NA,NA,NA,NA,NA,NA
"mu[153] NA",0.234120024466667,0.2340795,0.235801813242455,14060.7,0.95,0.193889,0.273934,NA,NA,NA,NA,NA,NA,NA
"mu[154] NA",0.2696275516,0.2693325,0.268088870809521,15000,0.95,0.234041,0.307865,NA,NA,NA,NA,NA,NA,NA
"mu[155] NA",0.129134805613333,0.1281805,0.126023622789671,11774.3,0.95,0.0892962,0.170945,NA,NA,NA,NA,NA,NA,NA
"mu[156] NA",0.131118983893333,0.1302565,0.12840684594101,11371.4,0.95,0.0913171,0.172879,NA,NA,NA,NA,NA,NA,NA
"mu[157] NA",0.128537039853333,0.127508,0.124924025181488,11605.2,0.95,0.0878791,0.169518,NA,NA,NA,NA,NA,NA,NA
"mu[158] NA",0.261602706666667,0.2614795,0.261740363047992,15000,0.95,0.218985,0.303815,NA,NA,NA,NA,NA,NA,NA
"mu[159] NA",0.2754250796,0.2750965,0.274541780780213,15000,0.95,0.245729,0.304916,NA,NA,NA,NA,NA,NA,NA
"mu[160] NA",0.2303031274,0.229826,0.226170259707871,15000,0.95,0.185228,0.277905,NA,NA,NA,NA,NA,NA,NA
"mu[161] NA",0.129568674233333,0.1285875,0.126100543652817,12163.8,0.95,0.0897026,0.171362,NA,NA,NA,NA,NA,NA,NA
"mu[162] NA",0.275780741,0.2753525,0.272702696200201,15000,0.95,0.238205,0.314772,NA,NA,NA,NA,NA,NA,NA
"mu[163] NA",0.129326495686667,0.12848,0.128768637452401,11330.1,0.95,0.0893583,0.170685,NA,NA,NA,NA,NA,NA,NA
"mu[164] NA",0.245363285466667,0.2447955,0.242982948272622,15530.7,0.95,0.195423,0.294595,NA,NA,NA,NA,NA,NA,NA
"mu[165] NA",0.129898553666667,0.128956,0.127481645529524,12682.3,0.95,0.0909796,0.172741,NA,NA,NA,NA,NA,NA,NA
"mu[166] NA",0.2246415538,0.2240775,0.22171725911821,13831.3,0.95,0.187861,0.263993,NA,NA,NA,NA,NA,NA,NA
"mu[167] NA",0.12818705338,0.127208,0.127394129540841,11827.3,0.95,0.0896956,0.169362,NA,NA,NA,NA,NA,NA,NA
"mu[168] NA",0.223477404133333,0.223115,0.224874638416073,14426.3,0.95,0.181223,0.268271,NA,NA,NA,NA,NA,NA,NA
"mu[169] NA",0.13201502328,0.1310395,0.129884838369199,12632.5,0.95,0.0930148,0.175013,NA,NA,NA,NA,NA,NA,NA
"mu[170] NA",0.129542503273333,0.1286275,0.125255144312384,11667.3,0.95,0.090221,0.170995,NA,NA,NA,NA,NA,NA,NA
"mu[171] NA",0.125831407713333,0.1250055,0.126040674897442,11387.8,0.95,0.0875873,0.165557,NA,NA,NA,NA,NA,NA,NA
"mu[172] NA",0.12795804458,0.126979,0.122941464598548,11657.6,0.95,0.0892915,0.169795,NA,NA,NA,NA,NA,NA,NA
"mu[173] NA",0.129446741346667,0.1285885,0.128839570001235,11523.9,0.95,0.0909776,0.172857,NA,NA,NA,NA,NA,NA,NA
"mu[174] NA",0.278254095333333,0.277944,0.277532810065674,15000,0.95,0.244712,0.312633,NA,NA,NA,NA,NA,NA,NA
"mu[175] NA",0.236834750666667,0.236352,0.236974967722285,14634.3,0.95,0.1897,0.287463,NA,NA,NA,NA,NA,NA,NA
"mu[176] NA",0.2252718734,0.224985,0.224366641460473,15000,0.95,0.181878,0.269102,NA,NA,NA,NA,NA,NA,NA
"mu[177] NA",0.251535631533333,0.250891,0.2491361365459,14392.2,0.95,0.207035,0.298653,NA,NA,NA,NA,NA,NA,NA
"mu[178] NA",0.269831636666667,0.269367,0.264196347924843,15000,0.95,0.2262,0.311747,NA,NA,NA,NA,NA,NA,NA
"mu[179] NA",0.127659084293333,0.1267465,0.127042444913908,11676,0.95,0.0909142,0.166838,NA,NA,NA,NA,NA,NA,NA
"mu[180] NA",0.12927595542,0.128251,0.126495645508103,11492.4,0.95,0.0896498,0.171518,NA,NA,NA,NA,NA,NA,NA
"mu[181] NA",0.247564471466667,0.2469,0.244884514244619,14611,0.95,0.202492,0.293169,NA,NA,NA,NA,NA,NA,NA
"mu[182] NA",0.126282908626667,0.1255515,0.125695061304985,12052.9,0.95,0.0894528,0.163046,NA,NA,NA,NA,NA,NA,NA
"mu[183] NA",0.241657737066667,0.2411525,0.240642702783725,15000,0.95,0.19096,0.290335,NA,NA,NA,NA,NA,NA,NA
"mu[184] NA",0.236257198666667,0.235931,0.232682973132409,14525.9,0.95,0.194535,0.282969,NA,NA,NA,NA,NA,NA,NA
"mu[185] NA",0.256793812266667,0.256474,0.2579171651991,15000,0.95,0.213814,0.302023,NA,NA,NA,NA,NA,NA,NA
"mu[186] NA",0.247116066,0.246898,0.245765963917503,15000,0.95,0.217747,0.27594,NA,NA,NA,NA,NA,NA,NA
"mu[187] NA",0.287360495,0.286993,0.286225373313913,15000,0.95,0.255291,0.320027,NA,NA,NA,NA,NA,NA,NA
"mu[188] NA",0.2489935304,0.2487135,0.247582840085137,15000,0.95,0.219083,0.281778,NA,NA,NA,NA,NA,NA,NA
"mu[189] NA",0.261026793533333,0.260537,0.26134706481342,14672,0.95,0.217827,0.306021,NA,NA,NA,NA,NA,NA,NA
"mu[190] NA",0.259279788133333,0.258951,0.258633943359213,15000,0.95,0.227405,0.291158,NA,NA,NA,NA,NA,NA,NA
"mu[191] NA",0.2782401804,0.2781345,0.279583301036144,15000,0.95,0.242375,0.317069,NA,NA,NA,NA,NA,NA,NA
"mu[192] NA",0.259716887533333,0.2595275,0.256529670952459,15000,0.95,0.230285,0.288943,NA,NA,NA,NA,NA,NA,NA
"mu[193] NA",0.12921992656,0.128216,0.126403727817987,10669.3,0.95,0.0892547,0.170159,NA,NA,NA,NA,NA,NA,NA
"mu[194] NA",0.24548208,0.2450385,0.244880102102632,15000,0.95,0.203717,0.288822,NA,NA,NA,NA,NA,NA,NA
"mu[195] NA",0.2597008386,0.2595935,0.259585132347215,15000,0.95,0.226491,0.294541,NA,NA,NA,NA,NA,NA,NA
"mu[196] NA",0.122331069446667,0.1215615,0.119615848794005,11485.1,0.95,0.0858284,0.156668,NA,NA,NA,NA,NA,NA,NA
"mu[197] NA",0.242496199733333,0.24194,0.239053117037303,15000,0.95,0.192389,0.290596,NA,NA,NA,NA,NA,NA,NA
"mu[198] NA",0.231653807933333,0.2313515,0.234431060718367,14593.4,0.95,0.188093,0.274915,NA,NA,NA,NA,NA,NA,NA
